,MSSubClass,MSZoning,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,Foundation,GarageType,GarageCond,SaleType,SaleCondition,LotFrontage,LotArea,OverallQual,MasVnrArea,ExterQual,BsmtQual,TotalBsmtSF,HeatingQC,CentralAir,GrLivArea,KitchenQual,TotRmsAbvGrd,FireplaceQu,GarageFinish,GarageCars,GarageQual,SalePrice,Total_OutdoorSF,Baths,Age,AgeRemodAdd,AgeGarage
295,8,3,0,3,1,11,2,0,7,1,6,6,2,1,5,5,8,4,37.0,7937,6,0.0,3,3,1003,3,1,1003,3,6,0,1,2,3,142500,120,2,22,22,22.0
296,4,4,3,3,4,9,2,0,0,1,13,14,2,1,1,5,8,4,75.0,13710,5,0.0,3,3,910,3,1,1558,3,6,0,1,1,3,152000,289,2,57,57,57.0
297,5,1,0,3,4,21,2,0,5,3,12,13,1,2,5,5,8,4,66.0,7399,7,1600.0,4,4,975,5,1,1950,4,7,3,2,2,3,239000,208,3,10,9,10.0
298,5,3,3,3,4,14,2,0,5,4,6,1,1,1,1,5,8,4,90.0,11700,6,365.0,4,3,702,4,1,1743,3,7,4,1,2,3,175000,224,4,39,39,39.0
299,0,3,3,3,4,6,2,0,2,1,6,6,2,1,1,5,8,3,80.0,14000,6,0.0,3,3,1092,5,1,1152,4,6,4,1,1,3,158500,36,2,59,5,59.0
300,14,3,3,3,0,6,2,1,2,3,8,8,1,1,1,5,8,4,90.0,15750,5,56.0,3,3,1165,3,1,1336,3,5,4,1,1,3,157000,0,2,53,53,53.0
301,5,3,2,3,4,5,2,0,5,1,12,13,2,2,3,5,8,4,66.0,16226,8,0.0,4,4,1028,5,1,2452,4,9,3,3,2,3,267000,258,3,9,8,9.0
302,0,3,0,3,0,5,2,0,2,1,12,13,1,2,1,5,8,4,118.0,13704,7,150.0,4,4,1541,5,1,1541,4,6,3,2,3,3,205000,549,2,5,4,5.0
303,0,3,3,3,0,5,2,0,2,1,12,13,2,2,1,5,8,0,70.0,9800,5,0.0,3,3,894,3,1,894,3,5,0,1,2,3,149900,256,2,34,34,31.0
304,7,4,3,3,4,17,2,0,3,1,5,5,2,0,1,5,8,4,87.0,18386,7,0.0,3,3,1470,5,1,3493,4,10,5,1,3,3,295000,302,3,128,6,5.0
305,0,3,3,3,4,5,2,0,2,1,5,5,3,2,1,5,8,4,80.0,10386,8,246.0,4,4,2000,5,1,2000,4,8,0,3,3,3,305900,168,3,3,2,3.0
306,5,3,3,3,4,20,1,0,5,1,6,10,1,1,1,5,8,4,116.0,13474,7,246.0,4,4,700,4,1,2243,4,8,3,2,3,3,225000,395,4,17,16,17.0
307,4,4,0,3,4,9,0,0,0,1,8,8,2,1,6,3,8,4,62.5,7920,6,0.0,3,3,319,3,1,1406,2,6,0,0,0,0,89500,144,1,88,58,0.0
308,1,3,0,3,4,7,2,0,2,1,12,13,2,1,5,5,8,4,68.21739130434783,12342,4,0.0,3,3,861,5,1,861,3,4,0,1,2,3,82500,158,1,69,59,48.0
309,0,3,0,3,4,16,2,0,2,1,12,13,2,2,1,5,8,4,90.0,12378,9,0.0,4,5,1896,5,1,1944,5,8,5,3,3,3,360000,383,3,3,2,3.0
310,5,3,0,3,4,8,2,0,5,1,6,6,1,2,1,5,8,4,79.87755102040816,7685,6,112.0,3,4,697,4,1,1501,4,6,3,3,2,3,165600,253,3,13,12,13.0
311,0,3,3,3,4,12,2,0,2,1,12,13,2,1,5,5,8,4,50.0,8000,6,0.0,3,3,972,5,1,972,3,5,4,1,1,3,132000,0,2,61,7,61.0
312,14,4,3,3,4,17,0,1,0,1,8,8,2,1,5,5,8,4,65.0,7800,5,0.0,3,4,793,3,1,1118,3,5,4,1,2,3,119900,271,2,67,56,67.0
313,0,3,2,2,4,23,2,0,2,3,3,3,2,1,1,5,8,4,150.0,215245,7,0.0,3,4,2136,3,1,2036,3,8,4,2,2,3,375000,0,4,44,44,44.0
314,6,4,3,3,4,17,2,0,5,1,13,14,2,0,5,5,8,4,60.0,9600,7,0.0,3,3,728,5,1,1641,5,6,4,1,2,2,178000,234,3,81,16,81.0
315,5,3,0,3,4,8,2,0,5,1,12,13,2,2,1,5,8,4,71.0,7795,7,0.0,4,4,716,5,1,1432,4,6,4,3,2,3,188500,151,4,5,4,5.0
316,5,3,0,3,0,14,2,0,5,1,5,5,1,1,1,5,8,4,94.0,13005,7,278.0,4,4,845,3,1,2353,5,10,3,2,2,3,260000,483,4,29,29,26.0
317,5,1,3,3,4,21,2,0,5,1,12,13,2,2,1,5,8,4,75.0,9000,8,0.0,4,4,1088,5,1,1959,4,8,4,2,3,3,270000,254,3,1,1,1.0
318,5,3,3,2,4,15,2,0,5,1,6,6,1,2,1,5,8,4,90.0,9900,7,256.0,4,4,1347,5,1,2646,4,9,3,2,3,3,260000,544,4,16,16,16.0
319,8,3,3,3,4,14,2,0,7,1,9,10,1,1,1,5,8,4,81.28888888888889,14115,7,225.0,3,4,1372,3,1,1472,3,6,3,1,2,3,187500,281,3,29,29,29.0
320,5,3,3,3,0,16,2,0,5,1,12,13,3,2,1,5,6,5,111.0,16259,9,370.0,3,5,1249,5,1,2596,4,9,0,2,3,3,342643,394,4,0,0,0.0
321,5,3,0,3,4,16,2,0,5,1,12,13,1,2,3,5,8,4,99.0,12099,8,388.0,4,5,1136,5,1,2468,4,10,4,3,3,3,354000,338,4,3,3,3.0
322,5,3,0,3,4,20,2,0,5,1,9,10,1,1,1,5,8,4,86.0,10380,7,172.0,4,3,1502,5,1,2730,4,8,3,3,2,3,301000,297,4,21,20,20.0
323,0,4,3,3,4,17,2,0,2,1,12,13,2,1,1,5,8,4,49.0,5820,3,0.0,3,3,1162,5,1,1163,3,6,0,1,1,2,126175,240,2,51,1,51.0
324,8,3,3,3,0,12,4,0,7,4,13,14,1,1,3,5,8,4,96.0,11275,7,300.0,4,4,710,5,1,2978,4,11,4,3,2,3,242000,240,3,43,3,49.0
325,3,4,3,3,4,9,5,0,1,1,8,8,2,1,5,5,8,4,50.0,5000,5,0.0,3,3,720,2,0,803,3,5,0,1,2,3,87000,244,1,66,57,66.0
326,11,3,0,3,1,24,2,4,2,1,3,3,2,2,1,5,2,4,32.0,10846,8,0.0,4,4,1719,5,1,1719,4,6,4,3,2,3,324000,152,4,15,15,15.0
327,0,3,3,3,4,12,2,0,2,3,13,14,1,1,1,5,8,4,80.0,11600,6,175.0,3,3,1383,3,1,1383,3,7,0,2,1,3,145250,45,2,46,46,46.0
328,7,3,0,0,4,3,4,0,4,1,13,15,2,0,5,5,8,4,57.509803921568626,11888,6,0.0,3,3,844,4,0,2134,4,10,0,1,2,3,214500,328,2,93,15,79.0
329,6,4,3,3,0,9,2,0,5,1,13,15,2,2,5,1,8,4,60.0,6402,5,0.0,3,3,596,3,0,1192,3,6,0,1,1,2,78000,137,1,89,59,89.0
330,10,3,0,3,4,12,2,2,2,1,6,6,1,1,5,5,8,4,76.46236559139786,10624,5,84.0,3,3,1728,3,1,1728,3,10,0,1,1,3,119000,155,3,43,43,5.0
331,0,3,3,3,4,12,2,0,2,1,13,14,2,1,1,5,8,4,70.0,8176,5,0.0,3,3,1056,2,1,1056,3,6,0,2,1,3,139000,0,2,49,15,49.0
332,0,3,0,3,4,16,2,0,2,1,12,13,1,2,1,5,8,4,85.0,10655,8,296.0,4,4,3206,5,1,1629,4,7,4,2,3,3,284000,0,3,6,5,6.0
333,11,4,3,3,3,16,2,4,2,1,12,13,3,2,1,5,8,4,59.0,8198,7,146.0,4,4,1358,5,1,1358,4,6,4,2,2,3,207000,222,3,4,4,4.0
334,5,3,0,3,4,8,2,0,5,1,12,13,2,2,1,5,8,4,59.0,9042,6,0.0,3,4,943,4,1,1638,3,7,3,3,2,3,192000,138,4,10,10,10.0
335,14,3,0,1,0,23,2,1,0,1,9,10,2,1,1,5,8,4,80.13333333333334,164660,5,0.0,3,3,1499,5,1,1786,3,7,4,3,2,3,228950,670,4,43,43,43.0
336,0,3,0,1,0,22,2,0,2,3,12,13,3,2,1,5,8,4,86.0,14157,9,200.0,4,5,1922,5,1,1922,4,8,4,3,3,3,377426,229,3,2,1,2.0
337,0,3,3,3,4,5,2,0,2,1,12,13,1,2,1,5,8,4,70.0,9135,7,113.0,4,4,1536,5,1,1536,4,7,0,2,2,3,214000,266,3,6,5,6.0
338,0,3,3,3,0,14,2,0,2,1,13,14,2,1,1,5,8,4,91.0,14145,7,0.0,4,4,1208,5,1,1621,4,8,0,2,2,3,202500,153,3,22,8,22.0
339,0,3,0,3,4,12,1,0,2,3,13,14,1,1,1,5,8,4,66.0,12400,6,176.0,3,3,1215,3,1,1215,3,6,0,1,1,3,155000,234,1,51,11,51.0
340,5,3,3,3,4,23,2,0,5,1,12,13,2,2,1,5,8,4,85.0,14191,8,0.0,4,4,967,5,1,1908,4,9,0,3,2,3,202900,135,3,8,8,8.0
341,0,2,3,3,4,20,1,0,2,1,13,0,2,1,4,5,8,4,60.0,8400,4,0.0,2,3,721,4,1,841,3,4,0,1,1,3,82000,274,1,59,59,59.0
342,10,3,3,3,4,12,2,2,2,1,11,12,1,3,5,5,8,4,76.46236559139786,8544,3,340.0,3,0,0,2,0,1040,3,6,0,1,2,3,87500,0,2,57,56,57.0
343,11,3,0,3,4,16,2,4,2,3,8,8,1,2,1,5,8,4,63.0,8849,9,616.0,5,5,1684,5,1,1684,5,6,5,2,2,3,266000,567,2,3,3,3.0
344,12,4,3,3,4,10,2,4,5,1,5,5,2,1,1,5,8,4,36.0,2592,5,0.0,3,4,536,3,1,1112,3,4,0,1,1,3,85000,182,2,34,34,34.0
345,4,3,3,3,4,3,6,0,0,1,8,8,2,0,5,5,8,4,65.0,6435,6,0.0,3,3,972,4,1,1577,2,6,4,1,1,3,140200,0,1,67,56,67.0
346,0,3,0,3,1,12,2,0,2,3,8,8,2,1,1,5,8,4,76.46236559139786,12772,6,0.0,3,3,958,3,1,958,3,5,0,2,1,3,151500,0,1,47,9,47.0
347,0,3,0,3,4,12,2,0,2,1,13,14,1,1,1,5,8,4,76.46236559139786,17600,6,30.0,3,3,1478,5,1,1478,3,6,4,1,2,3,157500,40,3,49,49,49.0
348,12,3,3,3,4,16,2,3,5,1,12,15,3,2,3,5,8,4,36.0,2448,7,106.0,4,4,764,5,1,1626,4,6,0,2,2,3,154000,27,4,5,4,5.0
349,5,3,1,3,4,16,2,0,5,3,5,5,1,2,1,5,6,5,56.0,20431,9,870.0,5,5,1848,5,1,2728,5,10,5,3,3,3,437154,0,4,1,0,0.0
350,11,3,0,3,4,16,2,4,2,3,8,8,1,2,1,5,6,5,68.0,7820,9,362.0,5,5,1869,5,1,1869,5,6,4,2,2,3,318061,264,2,0,0,0.0
351,11,3,0,2,4,4,2,0,2,1,13,14,2,2,1,5,8,0,83.46153846153847,5271,7,0.0,3,4,1453,4,1,1453,4,6,3,2,2,3,190000,264,3,20,20,20.0
352,4,3,3,3,4,7,0,0,0,1,12,13,2,1,5,1,5,4,60.0,9084,5,0.0,3,3,616,3,0,1111,3,5,0,1,1,3,95000,48,2,67,58,67.0
353,1,4,3,3,4,17,2,0,2,1,12,13,2,0,5,5,8,4,60.0,8520,6,0.0,3,3,624,4,1,720,3,5,0,1,2,3,105900,106,1,82,7,5.0
354,4,3,3,0,4,18,2,0,0,1,13,8,2,1,1,5,8,4,60.0,8400,6,0.0,3,3,940,5,1,1595,3,6,4,1,1,3,140000,108,1,66,6,66.0
355,0,3,1,3,4,5,2,0,2,1,12,13,2,2,1,5,8,4,105.0,11249,6,0.0,4,4,1200,5,1,1200,4,6,0,2,2,3,177500,26,3,12,12,12.0
356,0,3,0,3,4,8,2,0,2,1,6,6,1,2,1,5,8,4,79.87755102040816,9248,6,106.0,3,4,1158,4,1,1167,4,6,0,2,2,3,173000,146,3,17,17,17.0
357,11,4,3,3,4,10,2,4,2,1,5,5,2,2,1,5,8,4,44.0,4224,5,0.0,3,4,1142,3,1,1142,3,6,1,3,2,3,134000,626,3,31,31,31.0
358,8,3,0,3,4,4,2,0,7,3,13,7,1,1,3,5,8,0,92.0,6930,5,120.0,3,3,1062,5,1,1352,4,6,0,1,1,3,130000,462,2,48,48,48.0
359,5,3,0,3,1,15,2,0,5,1,12,13,1,2,1,5,8,4,78.0,12011,8,530.0,4,4,1086,5,1,1924,4,7,3,2,2,3,280000,657,4,8,8,8.0
360,9,3,0,3,1,11,2,0,6,1,12,13,2,1,1,5,8,4,70.08333333333333,7540,6,0.0,3,4,888,5,1,912,3,5,3,2,2,3,156000,192,2,29,29,29.0
361,4,3,3,3,4,3,2,0,0,1,8,8,2,1,5,5,8,4,57.509803921568626,9144,5,0.0,3,3,883,4,1,1505,3,8,0,1,1,3,145000,0,2,68,26,68.0
362,9,3,3,3,0,7,2,0,6,1,6,6,1,3,3,5,3,4,64.0,7301,7,500.0,4,0,0,5,1,1922,4,7,5,2,2,3,198500,177,3,6,6,6.0
363,12,4,3,3,4,2,2,3,5,1,6,6,1,1,5,5,8,4,21.0,1680,6,510.0,3,3,483,4,1,987,4,5,0,1,1,3,118000,250,2,37,2,37.0
364,5,3,0,3,2,14,2,0,5,1,6,6,1,2,1,5,8,4,81.28888888888889,18800,6,120.0,3,4,796,3,1,1574,3,6,3,3,2,3,190000,417,4,30,30,30.0
365,6,4,3,3,4,9,2,0,5,3,12,13,2,1,5,1,8,4,59.0,10690,5,0.0,3,3,672,4,1,1344,3,6,0,1,1,3,147000,346,1,89,12,45.0
366,0,3,0,3,4,12,2,0,2,1,9,10,1,1,1,5,8,4,76.46236559139786,9500,6,247.0,3,4,1394,4,1,1394,3,6,4,2,2,3,159000,261,3,46,46,46.0
367,8,3,0,3,0,12,2,0,7,1,9,10,1,1,2,5,8,4,101.0,9150,6,305.0,3,4,1099,4,1,1431,3,6,4,2,1,3,165000,174,2,46,46,46.0
368,0,3,3,3,4,12,2,0,2,1,6,6,1,2,1,5,8,4,78.0,7800,5,200.0,3,3,1268,4,1,1268,3,7,4,3,1,3,132000,98,1,56,56,56.0
369,0,3,0,3,0,12,2,0,2,1,13,14,2,1,5,5,8,4,76.46236559139786,9830,5,0.0,3,3,1063,5,1,1287,4,7,4,3,2,3,162000,563,2,51,4,13.0
370,5,3,0,3,4,8,2,0,5,1,12,13,2,2,1,5,8,4,79.87755102040816,8121,6,0.0,3,4,953,5,1,1664,3,7,3,2,2,3,172400,140,3,6,6,6.0
371,4,3,3,3,4,4,1,0,0,1,14,10,2,1,5,5,8,4,80.0,17120,4,0.0,3,0,0,3,1,1588,3,7,4,3,2,3,134432,59,2,49,49,17.0
372,11,3,3,3,4,20,2,4,2,1,9,10,2,1,1,5,8,4,50.0,7175,6,0.0,3,4,744,3,1,752,3,4,0,1,1,3,125000,443,2,26,26,26.0
373,0,3,3,3,4,12,2,0,2,1,8,8,2,2,1,5,8,4,79.0,10634,5,0.0,3,3,608,3,1,1319,3,5,0,1,1,3,123000,66,2,56,56,56.0
374,5,3,3,3,4,5,2,0,5,1,12,13,2,2,3,5,8,4,65.0,8200,7,0.0,4,4,847,5,1,1928,4,8,4,3,2,3,219500,148,3,4,3,4.0
375,1,3,0,2,4,7,2,0,2,1,13,14,2,0,6,3,8,4,68.21739130434783,10020,1,0.0,2,2,683,4,0,904,2,4,0,0,0,0,61000,0,2,87,59,0.0
376,9,3,0,3,1,5,2,0,6,1,12,13,2,2,5,5,8,4,57.0,8846,5,0.0,4,4,870,5,1,914,3,5,0,1,2,3,148000,0,1,10,10,8.0
377,5,1,0,3,0,21,2,0,5,1,5,5,2,2,1,5,8,4,102.0,11143,8,0.0,4,4,1580,5,1,2466,4,8,4,2,2,3,340000,373,3,3,2,3.0
378,0,3,3,3,0,22,2,0,2,3,12,13,3,2,1,5,6,5,88.0,11394,9,350.0,4,5,1856,5,1,1856,5,8,5,3,3,3,394432,113,3,0,0,0.0
379,5,3,0,3,4,8,6,0,5,1,12,13,1,2,1,5,8,4,60.0,8123,6,16.0,3,4,982,5,1,1800,3,7,3,3,2,3,179000,163,3,9,9,9.0
380,4,3,3,3,4,18,2,0,0,1,3,14,2,0,5,5,8,4,50.0,5000,5,0.0,3,3,1026,3,1,1691,4,6,4,1,1,3,127000,242,2,86,60,86.0
381,0,1,3,3,4,21,2,0,2,1,12,13,2,2,1,5,6,5,60.0,7200,7,0.0,4,4,1293,5,1,1301,4,5,4,2,2,3,187750,337,3,0,0,0.0
382,5,3,0,3,4,5,2,0,5,1,12,13,2,2,1,5,8,4,79.0,9245,7,0.0,4,4,939,5,1,1797,4,8,0,2,2,3,213500,197,3,1,1,1.0
383,3,2,3,3,0,20,2,0,1,1,13,14,2,0,5,1,8,4,60.0,9000,6,0.0,3,2,784,3,0,784,3,5,0,1,2,2,76000,91,1,81,59,59.0
384,5,3,1,2,0,4,1,0,5,1,6,6,2,2,1,5,8,4,83.46153846153847,53107,6,0.0,4,4,1580,5,1,1953,4,9,2,3,2,3,240000,447,4,15,15,15.0
385,11,3,3,3,4,0,2,4,2,1,12,13,1,2,1,5,8,4,43.0,3182,8,16.0,4,4,1256,5,1,1269,4,6,3,3,2,3,192000,310,2,6,5,6.0
386,4,3,3,3,2,7,1,0,0,2,13,13,2,2,6,3,8,1,58.0,8410,5,0.0,3,3,658,3,1,1184,3,8,0,0,0,0,81000,151,1,96,10,0.0
387,8,3,3,3,4,7,2,0,7,3,8,8,1,1,5,5,8,0,72.0,7200,6,255.0,3,3,1041,5,1,1125,3,6,2,1,1,3,125000,296,2,33,33,32.0
388,0,3,0,3,1,5,2,0,2,1,12,13,1,2,1,5,8,4,93.0,9382,7,125.0,4,4,1468,5,1,1479,4,6,0,2,2,3,191000,145,2,9,8,9.0
389,5,3,3,3,4,16,2,0,5,1,12,13,3,2,3,5,6,5,96.0,12474,10,272.0,5,5,1682,5,1,2332,5,9,5,3,3,3,426000,330,4,1,0,0.0
390,4,3,3,3,4,7,2,0,0,1,8,8,2,0,5,5,8,4,50.0,8405,5,0.0,3,3,861,5,1,1367,3,7,0,1,1,3,119000,242,2,108,58,30.0
391,5,3,0,3,1,11,2,0,5,1,12,13,2,2,3,5,8,4,71.0,12209,6,0.0,3,5,804,5,1,1961,4,7,3,3,2,3,215000,317,4,8,7,8.0
392,0,3,0,3,4,12,2,0,2,1,8,8,2,3,1,5,8,4,76.46236559139786,8339,5,0.0,3,0,0,3,1,882,3,5,0,2,1,3,106500,0,1,48,48,48.0
393,1,3,3,3,0,3,1,0,2,1,14,15,2,1,6,3,8,0,57.509803921568626,7446,4,0.0,3,3,788,3,1,788,3,4,3,0,0,0,100000,0,1,65,56,0.0
394,4,3,3,3,4,17,2,0,0,1,8,8,2,1,5,5,8,4,60.0,10134,5,0.0,3,3,735,4,1,1034,3,5,0,1,1,3,109000,39,1,67,57,67.0
395,0,3,3,3,4,7,2,0,2,1,13,14,2,1,1,5,8,4,68.0,9571,5,0.0,3,3,1144,3,1,1144,3,6,0,1,1,3,129000,44,2,54,54,54.0
396,0,3,3,2,4,5,2,0,2,3,8,8,2,1,5,5,8,4,60.0,7200,5,0.0,3,3,894,3,1,894,3,6,0,2,2,3,123000,215,1,37,37,24.0
397,5,3,3,3,4,12,4,0,5,1,12,13,1,1,1,5,8,4,69.0,7590,5,288.0,3,3,864,3,1,1812,3,8,3,2,1,3,169500,168,2,45,45,45.0
398,1,4,3,3,0,9,2,0,2,1,8,8,2,0,5,4,8,0,60.0,8967,5,0.0,3,2,961,4,1,1077,3,6,0,1,1,1,67000,0,1,87,57,87.0
399,5,1,3,3,4,21,2,0,5,1,5,5,3,2,1,5,8,4,65.0,8125,7,100.0,4,4,1092,5,1,1550,4,7,0,3,2,3,241000,168,3,3,2,2.0
400,11,3,1,3,4,24,2,4,2,1,3,3,2,2,1,5,8,4,38.0,14963,8,0.0,4,4,1260,5,1,1288,5,4,4,3,2,3,245500,374,3,12,12,12.0
401,0,3,0,3,4,5,2,0,2,1,12,13,2,2,1,5,6,5,65.0,8767,7,0.0,4,4,1310,5,1,1310,4,6,4,3,2,3,164990,0,2,1,1,1.0
402,1,3,3,3,4,19,2,0,2,1,13,14,2,2,5,5,8,4,60.0,10200,5,0.0,3,3,672,5,1,672,3,4,0,1,1,3,108000,168,1,68,11,68.0
403,5,3,3,3,0,15,2,0,5,3,12,13,1,2,3,5,8,0,93.0,12090,8,650.0,4,4,1141,4,1,2263,4,10,3,3,2,3,258000,267,3,8,8,8.0
404,5,3,0,3,4,8,2,0,5,1,8,8,2,2,3,5,8,4,79.87755102040816,10364,6,0.0,3,4,806,4,1,1572,3,7,3,3,2,3,168000,40,3,12,11,12.0
405,0,3,0,3,0,19,1,0,2,1,9,10,2,1,1,5,8,4,74.4375,9991,4,0.0,3,3,1281,5,1,1620,3,8,3,1,2,3,150000,198,3,33,16,16.0
406,4,3,3,3,4,18,2,0,0,1,8,8,2,0,5,5,8,4,51.0,10480,6,0.0,3,3,1064,5,1,1639,3,6,0,1,1,3,115000,0,1,72,58,72.0
407,6,3,3,3,4,6,2,0,5,1,13,10,2,0,1,5,8,4,63.0,15576,6,0.0,3,4,840,5,1,1680,3,8,0,1,1,3,177000,160,2,93,32,48.0
408,5,3,3,3,0,16,2,0,5,1,12,13,1,2,1,5,6,5,109.0,14154,7,350.0,4,5,1063,5,1,2172,4,9,4,2,3,3,280000,254,3,1,1,1.0
409,5,1,3,3,4,21,2,0,5,1,12,13,3,2,1,5,6,5,85.0,10800,8,100.0,4,5,1034,5,1,2078,5,8,4,3,3,3,339750,102,4,1,0,0.0
410,0,3,3,3,4,7,2,0,2,1,2,2,2,1,1,5,0,0,68.0,9571,5,0.0,3,3,1276,3,1,1276,3,5,0,1,1,3,60000,0,1,51,51,51.0
411,14,3,3,0,4,8,2,1,2,3,13,14,2,1,1,5,8,4,100.0,34650,5,0.0,3,3,1056,3,0,1056,3,5,0,3,2,3,145000,264,2,51,51,51.0
412,0,1,1,3,4,21,2,0,2,1,8,8,3,2,1,5,6,5,64.66666666666667,4403,7,432.0,5,5,1470,5,1,1478,4,7,4,3,2,3,222000,144,4,1,1,1.0
413,1,4,3,3,4,17,0,0,2,1,14,15,2,1,5,5,8,4,56.0,8960,5,0.0,3,3,1008,4,1,1028,3,5,4,1,2,3,115000,130,1,83,60,83.0
414,5,3,1,3,1,20,2,0,5,1,12,13,2,2,1,5,8,4,59.0,11228,7,0.0,4,4,1080,5,1,2097,4,9,3,1,3,3,228000,383,4,15,15,15.0
415,0,3,0,3,4,8,2,0,2,1,12,13,2,2,1,5,6,5,73.0,8899,7,0.0,4,4,1340,5,1,1340,4,6,0,3,2,3,181134,130,2,0,0,0.0
416,5,3,3,3,4,19,2,0,5,3,6,6,1,1,1,5,8,4,74.0,7844,6,203.0,3,3,672,3,1,1400,3,6,3,3,2,3,149500,0,2,28,28,28.0
417,6,3,0,3,4,6,1,0,5,3,13,12,2,0,5,5,8,4,86.0,22420,6,0.0,3,4,1370,3,0,2624,3,10,4,1,3,3,239000,0,4,89,57,89.0
418,4,3,3,3,4,7,2,0,0,1,8,8,2,0,5,5,8,1,60.0,8160,5,0.0,3,3,756,2,0,1134,3,7,0,1,1,3,126000,0,3,67,57,67.0
419,0,3,3,3,4,12,2,0,2,1,12,13,2,1,1,5,8,4,65.0,8450,5,0.0,3,3,1056,5,1,1056,3,6,2,1,1,3,142000,269,2,42,42,42.0
420,10,4,3,3,4,11,2,2,6,1,12,13,1,2,1,5,8,2,78.0,7060,7,200.0,3,4,1344,5,1,1344,3,8,0,3,4,3,206300,0,4,11,10,11.0
421,0,3,0,3,2,14,2,0,2,1,5,5,3,1,1,5,8,4,81.28888888888889,16635,6,126.0,4,4,1602,4,1,1602,4,8,3,3,2,3,215000,240,3,32,9,32.0
422,0,3,3,1,4,11,0,0,2,3,6,6,2,1,1,5,8,4,100.0,21750,5,0.0,3,3,988,5,1,988,3,4,0,2,2,3,113000,0,1,54,54,54.0
423,5,3,3,3,4,15,2,0,5,1,12,13,1,2,1,5,8,4,80.0,9200,8,473.0,4,4,1470,4,1,2630,4,8,3,3,3,3,315000,66,4,10,10,10.0
424,0,3,3,3,4,12,2,0,2,1,13,14,1,1,1,5,8,4,72.0,9000,6,74.0,3,4,1196,4,1,1196,3,6,4,2,1,3,139000,44,2,52,52,52.0
425,5,4,3,1,4,17,2,0,5,1,6,6,2,1,5,5,8,4,60.0,3378,7,0.0,3,3,651,4,1,1389,3,6,4,1,1,3,135000,126,2,63,17,62.0
426,8,3,3,2,4,20,2,0,7,1,13,14,1,2,1,5,8,4,71.5,12800,7,145.0,4,4,1518,4,1,1644,4,5,3,3,2,3,275000,476,4,20,20,20.0
427,0,3,0,3,4,12,2,0,2,3,8,8,2,1,5,5,8,4,77.0,8593,4,0.0,3,3,907,5,1,907,3,5,0,1,1,3,109008,0,1,51,51,44.0
428,0,3,3,3,4,5,2,0,2,1,12,13,1,2,1,5,6,5,64.0,6762,7,108.0,4,4,1208,5,1,1208,4,6,0,2,2,3,195400,159,3,0,0,0.0
429,0,3,0,3,0,23,2,0,2,1,6,6,2,1,1,5,8,4,130.0,11457,6,0.0,3,4,1392,3,1,1412,4,6,3,1,2,3,175000,169,3,21,21,21.0
430,12,4,3,3,4,2,2,3,5,1,6,6,1,1,5,5,0,0,21.0,1680,6,232.0,3,3,483,3,1,987,3,4,0,1,1,3,85400,0,2,37,37,37.0
431,4,4,0,0,4,17,1,0,0,1,8,8,2,0,6,3,3,0,60.0,5586,6,0.0,3,3,901,4,1,1198,3,7,0,0,0,0,79900,98,1,88,10,0.0
432,12,4,3,3,4,2,2,4,5,1,6,6,1,1,5,5,8,4,24.0,1920,5,376.0,3,3,765,5,1,1365,3,6,0,1,2,3,122500,276,3,36,36,36.0
433,5,3,0,3,0,8,2,0,5,1,12,13,2,2,1,5,8,4,100.0,10839,6,0.0,3,4,926,5,1,1604,3,7,3,3,2,3,181000,36,3,11,10,11.0
434,13,4,3,3,4,10,2,3,6,1,5,5,2,1,6,3,8,4,21.0,1890,4,0.0,3,4,630,4,1,630,3,3,0,0,0,0,81000,88,2,36,36,0.0
435,5,3,1,3,1,5,4,0,5,1,12,13,2,2,1,5,5,4,43.0,10667,7,0.0,4,4,799,5,1,1661,4,6,3,2,2,3,212000,219,4,13,13,13.0
436,4,4,3,3,4,17,2,0,0,1,11,12,2,0,5,5,8,4,40.0,4400,6,0.0,3,2,648,3,1,1118,3,6,0,1,2,3,116000,0,1,86,56,16.0
437,3,4,3,3,4,3,2,0,1,1,13,14,2,2,5,5,8,4,50.0,6000,6,0.0,4,3,884,4,1,904,3,4,0,1,1,3,119000,105,1,83,5,83.0
438,1,3,3,3,4,6,2,0,2,1,14,12,2,2,5,5,8,4,40.0,4280,5,0.0,3,3,440,3,0,694,4,4,4,1,1,4,90350,34,1,94,5,17.0
439,4,3,3,3,0,7,2,0,0,1,13,14,2,0,5,5,4,4,67.0,12354,6,0.0,3,3,684,4,1,1196,4,7,0,1,2,3,110000,46,1,89,9,4.0
440,0,3,3,3,4,16,2,0,2,3,12,13,3,2,1,5,8,4,105.0,15431,10,200.0,5,5,3094,5,1,2402,5,10,4,3,3,3,555000,242,3,1,1,1.0
441,10,3,3,3,4,7,2,2,2,1,12,13,1,1,6,3,8,4,92.0,12108,4,270.0,3,3,1440,3,0,1440,2,8,0,0,0,0,118000,0,2,53,53,0.0
442,4,4,3,3,4,3,2,0,0,1,8,8,2,2,5,5,8,4,52.0,6240,5,0.0,3,3,1078,3,1,1573,3,8,4,1,2,3,162900,0,2,78,16,78.0
443,11,3,3,3,4,0,2,4,2,1,14,15,1,2,1,5,6,5,53.0,3922,7,72.0,4,5,1258,5,1,1258,4,6,4,3,3,3,172500,160,2,1,0,0.0
