,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
822,60,RL,,12394,1,0.0,3,1,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,4.0,1.0,0,1.0,0,847,847,2,5,1,4.0,847,886,0,1733,0,0,2,1,3,1,4,7,8,1,4.0,2.0,2003.0,3.0,2,433,3.0,3.0,3,100,48,0,0,0,0,0.0,0.0,0.0,0,10,2007,WD,Family,225000
823,50,RL,60.0,9900,1,0.0,4,1,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3.0,3.0,1.0,1.0,0,1.0,0,778,778,2,3,1,4.0,944,545,0,1489,0,0,2,0,3,1,3,7,8,1,4.0,1.0,1940.0,1.0,1,240,3.0,3.0,3,335,0,0,0,0,0,0.0,2.0,0.0,0,7,2009,WD,Normal,139500
824,20,FV,81.0,11216,1,0.0,4,1,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,4.0,1.0,1.0,0,1.0,0,1489,1489,2,5,1,4.0,1489,0,0,1489,0,0,2,0,3,1,4,7,8,1,4.0,2.0,2006.0,2.0,2,776,3.0,3.0,3,0,140,0,0,0,0,0.0,0.0,0.0,0,6,2006,New,Partial,232600
825,20,RL,114.0,14803,1,0.0,4,1,AllPub,Inside,Gtl,NridgHt,PosN,PosN,1Fam,1Story,10,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,BrkFace,816.0,5,3,PConc,5.0,3.0,3.0,6.0,1636,1.0,0,442,2078,2,5,1,4.0,2084,0,0,2084,1,0,2,0,2,1,5,7,8,1,4.0,2.0,2007.0,3.0,3,1220,3.0,3.0,3,188,45,0,0,0,0,0.0,0.0,0.0,0,6,2008,New,Partial,385000
826,45,RM,50.0,6130,1,0.0,4,1,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,3.0,1.0,5.0,784,1.0,0,0,784,2,4,1,4.0,784,0,0,784,1,0,1,0,2,1,4,5,8,0,0.0,0.0,,0.0,0,0,0.0,0.0,3,0,0,116,0,0,0,0.0,0.0,0.0,0,5,2008,WD,Normal,109500
827,20,RL,65.0,8529,1,0.0,3,1,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,6.0,20,1.0,0,1434,1454,2,5,1,4.0,1434,0,0,1434,0,0,2,0,3,1,4,6,8,1,3.0,2.0,2001.0,2.0,2,527,3.0,3.0,3,290,39,0,0,0,0,0.0,0.0,0.0,0,4,2009,WD,Normal,189000
828,60,RL,,28698,1,0.0,2,0,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,2Story,5,5,1967,1967,Flat,Tar&Grv,Plywood,Plywood,None,0.0,3,3,PConc,3.0,4.0,4.0,2.0,249,5.0,764,0,1013,2,3,1,4.0,1160,966,0,2126,0,1,2,1,3,1,3,7,6,0,0.0,2.0,1967.0,3.0,2,538,3.0,3.0,3,486,0,0,0,225,0,0.0,0.0,0.0,0,6,2009,WD,Abnorml,185000
829,160,FV,24.0,2544,1,2.0,4,1,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4.0,3.0,1.0,1.0,0,1.0,0,600,600,2,5,1,4.0,520,623,80,1223,0,0,2,1,2,1,4,4,8,0,0.0,1.0,2005.0,2.0,2,480,3.0,3.0,3,0,166,0,0,0,0,0.0,0.0,0.0,0,7,2006,WD,Normal,147400
830,20,RL,80.0,11900,1,0.0,3,1,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1957,1957,Gable,CompShg,HdBoard,HdBoard,BrkFace,387.0,3,3,CBlock,3.0,3.0,1.0,3.0,1040,1.0,0,352,1392,2,3,1,3.0,1392,0,0,1392,1,0,1,1,3,1,3,6,8,2,4.0,2.0,1957.0,2.0,2,458,3.0,3.0,3,0,0,0,0,192,0,0.0,0.0,0.0,0,6,2008,WD,Normal,166000
831,160,FV,30.0,3180,1,2.0,4,1,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,4.0,3.0,1.0,1.0,0,1.0,0,600,600,2,5,1,4.0,520,600,80,1200,0,0,2,1,2,1,4,4,8,0,0.0,1.0,2005.0,2.0,2,480,3.0,3.0,3,0,166,0,0,0,0,0.0,0.0,0.0,0,6,2006,WD,Normal,151000
832,60,RL,44.0,9548,1,0.0,3,1,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,223.0,4,3,PConc,4.0,3.0,1.0,6.0,483,1.0,0,458,941,2,5,1,4.0,941,888,0,1829,1,0,2,1,3,1,4,7,8,1,3.0,2.0,2003.0,2.0,2,613,3.0,3.0,3,192,39,0,0,0,0,0.0,0.0,0.0,0,1,2010,WD,Normal,237000
833,20,RL,100.0,10004,1,0.0,4,1,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,180.0,3,3,CBlock,3.0,3.0,1.0,3.0,196,4.0,345,975,1516,2,3,1,4.0,1516,0,0,1516,0,0,1,1,3,1,3,6,8,0,0.0,2.0,1964.0,2.0,2,472,3.0,3.0,3,0,0,0,0,152,0,0.0,0.0,0.0,0,2,2009,WD,Normal,167000
834,20,RL,75.0,7875,1,0.0,4,1,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,3,3,CBlock,3.0,3.0,1.0,3.0,572,1.0,0,572,1144,2,4,1,4.0,1144,0,0,1144,1,0,1,0,3,1,3,6,8,0,0.0,2.0,1961.0,1.0,2,456,3.0,3.0,3,0,0,0,0,0,0,0.0,2.0,0.0,0,9,2008,WD,Normal,139950
835,20,RL,60.0,9600,1,0.0,4,1,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,7,1950,1995,Gable,CompShg,VinylSd,HdBoard,None,0.0,3,3,CBlock,4.0,3.0,1.0,4.0,442,1.0,0,625,1067,2,3,1,4.0,1067,0,0,1067,0,0,2,0,2,1,4,4,6,0,0.0,2.0,1996.0,1.0,2,436,3.0,3.0,3,290,0,0,0,0,0,0.0,0.0,0.0,0,2,2010,WD,Normal,128000
836,30,RM,90.0,8100,1,2.0,4,1,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1948,1973,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3.0,3.0,1.0,3.0,338,1.0,0,1221,1559,2,4,1,4.0,1559,0,0,1559,1,0,1,0,2,1,3,5,6,0,0.0,1.0,1948.0,1.0,2,812,3.0,3.0,3,0,116,230,0,0,0,0.0,2.0,0.0,0,6,2007,COD,Normal,153500
837,160,RM,21.0,1680,1,0.0,4,1,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,158.0,3,3,CBlock,3.0,3.0,1.0,4.0,330,1.0,0,153,483,2,3,1,4.0,483,504,0,987,1,0,1,1,2,1,3,5,8,0,0.0,1.0,1973.0,1.0,1,264,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,0.0,0,11,2008,WD,Normal,100000
838,20,RL,75.0,9525,1,0.0,4,1,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1995,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,1.0,1.0,0,1.0,0,1099,1099,2,5,1,4.0,1099,0,0,1099,0,0,1,1,3,1,4,6,8,0,0.0,2.0,1999.0,1.0,1,352,3.0,3.0,3,278,0,0,0,0,0,0.0,0.0,0.0,0,6,2008,WD,Normal,144000
839,50,RL,70.0,11767,1,0.0,4,1,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1946,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,4.0,352,1.0,0,416,768,2,5,1,4.0,768,432,0,1200,0,0,1,0,3,1,3,6,8,0,0.0,1.0,1946.0,1.0,1,240,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,0.0,0,5,2008,WD,Normal,130500
840,70,RH,,12155,1,0.0,3,1,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,8,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,1.0,4.0,156,1.0,0,516,672,2,3,0,4.0,810,672,0,1482,0,0,2,0,4,1,2,7,8,0,0.0,1.0,1934.0,1.0,1,400,3.0,3.0,2,0,0,254,0,0,0,0.0,0.0,0.0,0,3,2008,WD,Normal,140000
841,70,RM,60.0,10440,1,1.0,4,1,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1904,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3.0,3.0,1.0,1.0,0,1.0,0,650,650,2,4,1,4.0,958,581,0,1539,0,0,2,0,3,1,4,8,8,1,1.0,1.0,1983.0,1.0,2,686,4.0,3.0,2,70,78,68,0,0,0,0.0,0.0,0.0,0,6,2008,WD,Normal,157500
842,80,RL,82.0,9020,1,0.0,4,1,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,183.0,3,3,CBlock,3.0,3.0,4.0,3.0,312,5.0,539,276,1127,2,3,1,4.0,1165,0,0,1165,1,0,1,1,3,1,3,6,8,0,0.0,2.0,1966.0,2.0,2,490,4.0,4.0,3,0,129,0,0,0,0,0.0,2.0,0.0,0,5,2008,WD,Normal,174900
843,90,RL,80.0,8000,1,0.0,4,1,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,5,4,1961,1961,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0,1.0,0,1800,1800,2,5,0,4.0,1800,0,0,1800,0,0,2,0,6,2,3,10,8,0,0.0,0.0,,0.0,0,0,0.0,0.0,3,0,0,0,0,0,0,0.0,0.0,0.0,0,7,2007,WD,Normal,141000
844,50,RM,100.0,12665,1,1.0,3,1,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,2.0,1.0,0,1.0,0,876,876,2,4,1,4.0,876,540,0,1416,0,0,1,1,4,1,3,7,8,1,4.0,1.0,1949.0,1.0,3,720,3.0,3.0,3,418,0,194,0,0,0,0.0,0.0,0.0,0,6,2008,WD,Normal,153900
845,85,RL,,16647,1,0.0,3,1,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,1975,1981,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4.0,3.0,4.0,5.0,1390,1.0,0,0,1390,2,3,1,4.0,1701,0,0,1701,1,0,2,0,3,1,3,6,6,2,3.0,2.0,1975.0,3.0,2,611,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,0.0,0,1,2007,WD,Normal,171000
846,60,RL,75.0,9317,1,0.0,4,1,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,137.0,4,3,PConc,4.0,3.0,1.0,5.0,513,1.0,0,227,740,2,5,1,4.0,1006,769,0,1775,1,0,2,1,3,1,4,7,8,1,3.0,2.0,1993.0,1.0,2,425,3.0,3.0,3,234,72,192,0,0,0,0.0,0.0,0.0,0,7,2009,WD,Normal,213000
847,20,RL,36.0,15523,1,0.0,3,1,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1972,1972,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3.0,3.0,3.0,4.0,460,1.0,0,404,864,2,5,1,4.0,864,0,0,864,1,0,1,0,3,1,3,5,8,1,2.0,2.0,1972.0,1.0,1,338,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,0.0,0,8,2009,WD,Normal,133500
848,50,RL,75.0,45600,1,0.0,2,1,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,6,8,1908,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,1.0,1.0,0,1.0,0,907,907,2,3,1,4.0,1307,1051,0,2358,0,0,3,0,5,1,3,10,8,1,4.0,1.0,1908.0,1.0,2,360,2.0,3.0,3,486,40,0,0,175,0,0.0,0.0,0.0,0,9,2008,WD,Normal,240000
849,80,RL,80.0,9600,1,0.0,4,1,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,6,7,1976,1994,Hip,CompShg,Plywood,Plywood,BrkFace,360.0,4,4,CBlock,3.0,3.0,1.0,1.0,0,1.0,0,528,528,2,5,1,4.0,1094,761,0,1855,0,0,2,1,3,1,3,7,8,1,3.0,2.0,1976.0,2.0,2,512,3.0,3.0,3,113,100,0,0,0,0,0.0,0.0,0.0,0,8,2007,WD,Normal,187000
850,120,RM,36.0,4435,1,0.0,4,1,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,4,3,PConc,4.0,3.0,3.0,6.0,659,1.0,0,189,848,2,5,1,4.0,848,0,0,848,1,0,1,0,1,1,4,3,8,0,0.0,2.0,2003.0,3.0,2,420,3.0,3.0,3,140,0,0,0,0,0,0.0,0.0,0.0,0,11,2007,WD,Normal,131500
851,120,RL,,3196,1,0.0,4,1,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,4,3,PConc,4.0,3.0,4.0,1.0,0,1.0,0,1273,1273,2,5,1,4.0,1456,0,0,1456,0,0,2,0,2,1,4,7,8,1,3.0,2.0,2003.0,3.0,2,400,3.0,3.0,3,143,20,0,0,0,0,0.0,0.0,0.0,0,5,2006,WD,Normal,215000
852,75,RL,53.0,7128,1,0.0,4,1,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7,5,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3.0,3.0,1.0,3.0,364,1.0,0,554,918,2,4,1,4.0,918,728,0,1646,0,0,2,0,4,1,3,7,8,2,4.0,1.0,1941.0,1.0,1,240,3.0,3.0,3,0,0,0,0,126,0,0.0,1.0,0.0,0,8,2007,WD,Normal,164000
853,80,RL,,12095,1,0.0,3,1,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1964,1964,Gable,CompShg,MetalSd,HdBoard,BrkFace,115.0,3,4,CBlock,3.0,3.0,4.0,3.0,564,1.0,0,563,1127,2,3,1,4.0,1445,0,0,1445,0,0,1,1,3,1,3,7,8,1,2.0,2.0,1964.0,2.0,2,645,3.0,3.0,3,180,0,0,0,0,0,0.0,1.0,0.0,0,8,2009,WD,Normal,158000
854,20,RL,102.0,17920,1,0.0,4,1,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,None,0.0,3,3,CBlock,3.0,3.0,2.0,5.0,306,3.0,1085,372,1763,2,3,1,4.0,1779,0,0,1779,1,0,1,1,3,1,3,6,8,1,4.0,2.0,1955.0,1.0,2,454,3.0,3.0,3,0,418,0,0,312,0,0.0,0.0,0.0,0,7,2006,WD,Abnorml,170000
855,20,RL,,6897,1,0.0,3,1,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,3.0,3.0,1.0,5.0,659,1.0,0,381,1040,2,5,1,4.0,1040,0,0,1040,1,0,1,1,3,1,3,6,8,0,0.0,1.0,1962.0,1.0,1,260,3.0,3.0,3,0,104,0,0,0,0,0.0,0.0,0.0,0,4,2010,WD,Normal,127000
856,80,RL,,10970,1,0.0,3,0,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,Plywood,HdBoard,None,0.0,3,3,CBlock,4.0,4.0,4.0,6.0,505,2.0,435,0,940,2,3,1,4.0,1026,0,0,1026,1,0,1,0,3,1,3,5,8,0,0.0,1.0,1981.0,1.0,2,576,3.0,2.0,3,0,0,34,0,0,0,0.0,1.0,0.0,0,10,2008,WD,Normal,147000
857,60,RL,65.0,8125,1,0.0,4,1,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4.0,3.0,1.0,1.0,0,1.0,0,702,702,2,4,1,4.0,702,779,0,1481,0,0,2,1,3,1,3,6,8,1,3.0,2.0,1994.0,3.0,2,343,3.0,3.0,3,0,36,0,0,0,0,0.0,0.0,0.0,0,3,2009,WD,Normal,174000
858,20,RL,80.0,10400,1,0.0,4,1,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,189.0,3,3,CBlock,4.0,3.0,1.0,1.0,0,1.0,0,1090,1090,2,3,1,4.0,1370,0,0,1370,0,0,2,0,3,1,3,6,8,1,3.0,2.0,1976.0,2.0,2,479,3.0,3.0,3,0,0,0,0,0,0,0.0,1.0,0.0,0,6,2009,WD,Family,152000
859,60,RL,,11029,1,0.0,3,1,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,1968,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,3,3,CBlock,3.0,3.0,2.0,4.0,619,1.0,0,435,1054,2,3,1,4.0,1512,1142,0,2654,1,0,2,1,4,1,4,9,8,1,4.0,2.0,1968.0,1.0,2,619,3.0,3.0,3,0,65,0,0,222,0,0.0,0.0,0.0,0,8,2006,WD,Normal,250000
860,50,RL,55.0,7642,1,0.0,4,1,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,BrkTil,3.0,3.0,1.0,1.0,0,1.0,0,912,912,2,4,1,4.0,912,514,0,1426,0,0,1,1,3,1,4,7,8,1,4.0,1.0,1925.0,1.0,1,216,3.0,3.0,3,0,240,0,0,0,0,0.0,2.0,0.0,0,6,2007,WD,Normal,189950
861,190,RL,75.0,11625,1,0.0,4,1,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,5,4,1965,1965,Hip,CompShg,Plywood,HdBoard,None,0.0,3,3,PConc,3.0,3.0,2.0,4.0,841,1.0,0,198,1039,2,5,1,4.0,1039,0,0,1039,1,0,1,1,3,1,3,6,8,0,0.0,2.0,1965.0,1.0,2,504,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,0.0,0,4,2010,WD,Normal,131500
862,20,RL,81.0,9672,1,0.0,4,1,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,None,0.0,3,3,PConc,4.0,3.0,1.0,6.0,338,1.0,0,702,1040,2,3,1,4.0,1097,0,0,1097,0,0,2,0,3,1,3,6,8,0,0.0,2.0,1986.0,1.0,2,480,3.0,3.0,3,0,0,0,0,0,0,0.0,2.0,0.0,0,5,2010,WD,Normal,152000
863,20,RL,70.0,7931,1,0.0,4,1,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,Plywood,None,0.0,3,3,CBlock,3.0,3.0,1.0,4.0,1148,1.0,0,0,1148,2,3,1,4.0,1148,0,0,1148,1,0,1,0,3,1,3,6,8,0,0.0,2.0,1959.0,1.0,1,672,3.0,3.0,3,0,0,0,0,0,0,0.0,2.0,0.0,0,7,2009,WD,Normal,132500
864,20,FV,72.0,8640,1,0.0,4,1,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5.0,3.0,1.0,1.0,0,1.0,0,1372,1372,2,5,1,4.0,1372,0,0,1372,0,0,2,0,3,1,4,6,8,0,0.0,2.0,2008.0,3.0,2,529,3.0,3.0,3,0,140,0,0,0,0,0.0,0.0,0.0,0,5,2008,New,Partial,250580
865,20,RL,,8750,1,0.0,3,1,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1970,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,3,3,CBlock,3.0,3.0,1.0,4.0,828,1.0,0,174,1002,2,3,1,4.0,1002,0,0,1002,1,0,1,0,3,1,3,5,8,0,0.0,1.0,1973.0,1.0,2,902,3.0,3.0,3,0,0,0,0,0,0,0.0,1.0,0.0,0,8,2009,WD,Normal,148500
866,20,RL,67.0,10656,1,0.0,3,1,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,274.0,4,3,PConc,4.0,3.0,3.0,1.0,0,1.0,0,1638,1638,2,5,1,4.0,1646,0,0,1646,0,0,2,0,3,1,4,6,8,1,4.0,2.0,2007.0,2.0,3,870,3.0,3.0,3,192,80,0,0,0,0,0.0,0.0,0.0,0,11,2007,New,Partial,248900
867,20,RL,85.0,6970,1,0.0,4,1,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,5.0,932,1.0,0,108,1040,2,3,1,4.0,1120,0,0,1120,1,0,1,1,3,1,2,5,8,0,0.0,2.0,1961.0,2.0,2,544,3.0,3.0,3,168,0,0,0,0,0,0.0,0.0,1.0,400,5,2007,WD,Normal,129000
868,60,RL,,14762,1,0.0,2,1,AllPub,Corner,Gtl,Gilbert,Feedr,Norm,1Fam,2Story,5,6,1948,1950,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,Slab,0.0,0.0,0.0,0.0,0,0.0,0,0,0,2,4,1,4.0,1547,720,53,2320,0,0,2,0,2,1,3,7,8,1,3.0,2.0,1979.0,1.0,2,672,3.0,3.0,2,120,144,0,0,0,0,0.0,0.0,0.0,0,5,2006,WD,Normal,169000
869,60,RL,80.0,9938,1,0.0,4,1,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,4,3,PConc,4.0,3.0,1.0,6.0,750,1.0,0,300,1050,2,5,1,4.0,1062,887,0,1949,1,0,2,1,3,1,4,8,8,1,3.0,2.0,1993.0,3.0,2,574,3.0,3.0,3,156,90,0,0,0,0,0.0,2.0,0.0,0,6,2010,WD,Normal,236000
870,20,RL,60.0,6600,1,0.0,4,1,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0,1.0,0,894,894,2,4,0,4.0,894,0,0,894,0,0,1,0,2,1,3,5,8,0,0.0,1.0,1962.0,1.0,1,308,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,0.0,0,8,2009,WD,Normal,109500
871,60,RL,70.0,8750,1,0.0,4,1,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,116.0,3,3,PConc,4.0,3.0,1.0,6.0,505,1.0,0,299,804,2,5,1,4.0,804,878,0,1682,0,0,2,1,3,1,4,7,8,0,0.0,2.0,1998.0,2.0,2,523,3.0,3.0,3,0,77,0,0,0,0,0.0,0.0,0.0,0,6,2010,WD,Normal,200500
872,20,RL,74.0,8892,1,0.0,4,1,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,1996,Gable,CompShg,WdShing,Wd Shng,None,0.0,4,3,Stone,3.0,3.0,3.0,1.0,0,1.0,0,105,105,2,4,1,4.0,910,0,0,910,0,0,1,0,3,1,4,5,8,0,0.0,2.0,1953.0,1.0,2,414,3.0,3.0,3,196,0,150,0,0,0,0.0,2.0,0.0,0,10,2008,WD,Normal,116000
873,40,RL,60.0,12144,1,0.0,4,1,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,1950,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,CBlock,3.0,3.0,1.0,3.0,375,1.0,0,457,832,2,4,1,4.0,1036,0,232,1268,0,0,1,0,3,1,3,6,8,1,4.0,2.0,1949.0,1.0,1,288,3.0,3.0,3,0,28,0,0,0,0,0.0,0.0,1.0,0,9,2009,WD,Normal,133000
874,50,RM,52.0,5720,1,0.0,4,1,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0,1.0,0,676,676,2,5,1,4.0,676,455,0,1131,0,0,1,1,3,1,3,5,8,0,0.0,1.0,1941.0,1.0,1,200,3.0,3.0,3,26,0,0,0,0,0,0.0,0.0,0.0,0,8,2009,WD,Abnorml,66500
875,60,FV,75.0,9000,1,0.0,4,1,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4.0,3.0,3.0,6.0,64,1.0,0,1120,1184,2,5,1,4.0,1184,1426,0,2610,0,0,2,1,4,1,5,11,8,1,4.0,2.0,2007.0,3.0,2,550,3.0,3.0,3,208,364,0,0,0,0,0.0,0.0,0.0,0,8,2007,New,Partial,303477
