,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,TotalBsmtSF,HeatingQC,CentralAir,GrLivArea,KitchenQual,TotRmsAbvGrd,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,SaleType,SaleCondition,SalePrice,Total_OutdoorSF,Baths,Age,AgeRemodAdd,AgeGarage
792,60,RL,92.0,9920,IR1,Lvl,CulDSac,NoRidge,Norm,1Fam,2Story,7,Gable,MetalSd,MetalSd,None,0.0,4,PConc,4,1117,5,1,2013,3,8,3,Attchd,1,2,3,TA,WD,Normal,269790,310,4,11,10,10.0
793,20,RL,76.0,9158,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,Gable,CemntBd,CmentBd,Stone,140.0,4,PConc,4,1496,5,1,1496,4,7,0,Attchd,3,2,3,TA,New,Partial,225000,298,2,0,0,0.0
794,60,RL,79.87755102040816,10832,IR1,Lvl,Corner,Gilbert,Norm,1Fam,2Story,7,Gable,MetalSd,MetalSd,None,0.0,4,PConc,4,712,5,1,1895,4,7,3,Attchd,3,2,3,TA,WD,Normal,194500,189,3,14,12,14.0
795,60,RL,70.0,8400,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,6,Gable,HdBoard,HdBoard,BrkFace,130.0,3,CBlock,4,650,3,1,1564,3,7,3,Attchd,1,2,3,TA,WD,Normal,171000,254,3,30,29,30.0
796,20,RL,71.0,8197,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,6,Gable,Plywood,Plywood,BrkFace,148.0,3,CBlock,3,660,5,1,1285,3,7,3,Attchd,2,2,3,TA,WD,Normal,143500,138,2,30,30,30.0
797,20,RL,57.0,7677,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,0.0,3,CBlock,3,773,4,1,773,3,4,0,Attchd,1,1,3,TA,WD,Abnorml,110000,0,1,55,55,55.0
798,60,RL,104.0,13518,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,Hip,VinylSd,VinylSd,Stone,860.0,5,PConc,5,1926,5,1,3140,5,11,4,BuiltIn,3,3,3,TA,New,Partial,485000,222,4,1,0,0.0
799,50,RL,60.0,7200,Reg,Lvl,Corner,SWISU,Feedr,1Fam,1.5Fin,5,Gable,Wd Sdng,Wd Sdng,BrkFace,252.0,3,BrkTil,4,731,5,1,1768,4,7,3,Detchd,1,1,3,TA,WD,Normal,175000,264,3,70,57,68.0
800,60,RL,79.0,12798,IR1,HLS,Inside,ClearCr,Feedr,1Fam,2Story,6,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,616,4,1,1688,4,8,0,Attchd,2,2,3,TA,WD,Normal,200000,702,4,11,11,11.0
801,30,RM,40.0,4800,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,1Story,4,Gable,MetalSd,MetalSd,None,0.0,3,CBlock,3,1196,5,1,1196,3,5,0,Detchd,1,2,3,TA,WD,Normal,109900,0,2,91,17,50.0
802,60,RL,63.0,8199,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,Gable,WdShing,Wd Shng,None,0.0,4,PConc,4,728,5,1,1456,4,7,4,Attchd,3,2,3,TA,WD,Normal,189000,54,4,3,3,3.0
803,60,RL,107.0,13891,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,Hip,VinylSd,VinylSd,Stone,424.0,5,PConc,5,1734,5,1,2822,5,12,4,BuiltIn,2,3,3,TA,New,Partial,582933,414,4,1,0,0.0
804,20,RL,75.0,9000,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,936,3,1,1128,3,5,0,Attchd,1,1,3,TA,WD,Family,118000,0,1,52,52,52.0
805,20,RL,91.0,12274,IR1,Lvl,FR2,Somerst,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,Stone,256.0,4,PConc,4,1417,5,1,1428,5,6,0,Attchd,2,2,3,TA,New,Partial,227680,60,2,0,0,0.0
806,80,RL,75.0,9750,Reg,Lvl,Inside,NAmes,Norm,1Fam,SLvl,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,3,980,4,1,980,3,6,0,Attchd,3,1,3,TA,WD,Normal,135500,68,2,39,39,39.0
807,70,RL,144.0,21384,Reg,Lvl,Inside,BrkSide,Norm,1Fam,2Story,5,Gable,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,1324,5,1,1576,4,6,3,Attchd,2,2,3,TA,WD,Normal,223500,312,4,86,5,86.0
808,80,RL,85.0,13400,Reg,Lvl,Inside,NAmes,Norm,1Fam,SLvl,5,Gable,VinylSd,VinylSd,BrkFace,1047.0,3,CBlock,3,1024,3,1,1086,3,6,4,Attchd,2,2,3,TA,WD,Normal,159950,0,2,40,40,40.0
809,75,RM,90.0,8100,Reg,Lvl,Corner,OldTown,Norm,1Fam,2.5Unf,5,Hip,AsbShng,AsbShng,None,0.0,3,PConc,3,849,3,0,2138,3,11,0,Detchd,1,2,2,Po,WD,Normal,106000,196,2,111,44,99.0
810,20,RL,78.0,10140,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,Hip,HdBoard,HdBoard,BrkFace,99.0,3,CBlock,3,1040,2,1,1309,4,5,2,Attchd,2,2,3,TA,WD,Normal,181000,265,3,32,7,32.0
811,120,RM,71.68253968253968,4438,Reg,Lvl,Inside,CollgCr,Norm,TwnhsE,1Story,6,Gable,VinylSd,VinylSd,BrkFace,169.0,4,PConc,4,848,5,1,848,4,4,4,Attchd,3,2,3,TA,ConLD,Normal,144500,140,2,4,4,4.0
812,20,C (all),66.0,8712,Reg,Bnk,Inside,IDOTRR,Norm,1Fam,1Story,5,Hip,Wd Sdng,Wd Sdng,None,0.0,2,CBlock,3,540,3,0,1044,2,4,0,Basment,1,2,3,TA,WD,Alloca,55993,0,1,58,58,58.0
813,20,RL,75.0,9750,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,Gable,MetalSd,MetalSd,BrkFace,243.0,3,CBlock,3,1442,4,1,1442,3,7,0,Attchd,2,1,3,TA,COD,Normal,157900,275,2,49,49,49.0
814,50,RL,45.0,8248,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,5,Gable,Stucco,Stucco,None,0.0,3,BrkTil,3,686,4,1,1250,2,7,0,Detchd,1,1,3,TA,WD,Normal,116000,303,3,88,56,51.0
815,20,RL,48.0,12137,IR2,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,442.0,3,PConc,4,1649,5,1,1661,4,6,0,Attchd,2,2,3,TA,WD,Normal,224900,34,2,12,12,12.0
816,20,RL,76.46236559139786,11425,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,Gable,BrkFace,BrkFace,None,0.0,3,CBlock,3,1008,4,1,1008,3,4,4,Attchd,2,1,3,TA,WD,Normal,137000,120,1,52,52,52.0
817,20,RL,70.08333333333333,13265,IR1,Lvl,CulDSac,Mitchel,Norm,1Fam,1Story,8,Hip,CemntBd,CmentBd,BrkFace,148.0,4,PConc,4,1568,5,1,1689,4,7,4,Attchd,2,3,3,TA,WD,Normal,271000,209,3,6,6,6.0
818,80,RL,80.0,8816,Reg,Lvl,Inside,ClearCr,Norm,1Fam,SLvl,6,Gable,HdBoard,HdBoard,BrkFace,80.0,3,CBlock,3,1010,4,1,1052,3,6,0,Attchd,1,2,3,TA,WD,Normal,155000,0,2,39,39,39.0
819,120,RL,44.0,6371,IR1,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,7,Gable,VinylSd,VinylSd,Stone,128.0,4,PConc,4,1358,5,1,1358,4,6,4,Attchd,2,2,3,TA,New,Partial,224000,227,3,1,0,0.0
820,60,RL,72.0,7226,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,0.0,4,PConc,4,798,5,1,1640,4,6,0,Attchd,2,2,3,TA,WD,Normal,183000,45,3,5,5,5.0
821,20,RM,60.0,6000,Reg,Bnk,Inside,OldTown,Norm,2fmCon,1Story,4,Gable,MetalSd,MetalSd,None,0.0,2,CBlock,2,936,3,0,936,3,4,0,Detchd,1,2,3,TA,WD,Normal,93000,144,1,56,56,35.0
822,60,RL,79.87755102040816,12394,IR1,Lvl,Corner,Gilbert,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,0.0,4,PConc,4,847,5,1,1733,4,7,4,BuiltIn,3,2,3,TA,WD,Family,225000,148,3,4,4,4.0
823,50,RL,60.0,9900,Reg,Lvl,Inside,SWISU,Norm,1Fam,1.5Fin,6,Gable,VinylSd,VinylSd,None,0.0,3,BrkTil,3,778,3,1,1489,3,7,4,Detchd,1,1,3,TA,WD,Normal,139500,335,2,69,59,69.0
824,20,FV,81.0,11216,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,Gable,VinylSd,VinylSd,None,0.0,4,PConc,4,1489,5,1,1489,4,7,4,Attchd,2,2,3,TA,New,Partial,232600,140,2,0,0,0.0
825,20,RL,114.0,14803,Reg,Lvl,Inside,NridgHt,PosN,1Fam,1Story,10,Hip,CemntBd,CmentBd,BrkFace,816.0,5,PConc,5,2078,5,1,2084,5,7,4,Attchd,3,3,3,TA,New,Partial,385000,233,3,1,0,1.0
826,45,RM,50.0,6130,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Unf,5,Gable,MetalSd,MetalSd,None,0.0,3,BrkTil,3,784,4,1,784,4,5,0,NA,0,0,0,None,WD,Normal,109500,116,2,84,58,0.0
827,20,RL,65.0,8529,IR1,Lvl,Inside,SawyerW,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,None,0.0,4,PConc,4,1454,5,1,1434,4,6,3,Attchd,2,2,3,TA,WD,Normal,189000,329,2,8,8,8.0
828,60,RL,83.46153846153847,28698,IR2,Low,CulDSac,ClearCr,Norm,1Fam,2Story,5,Flat,Plywood,Plywood,None,0.0,3,PConc,3,1013,3,1,2126,3,7,0,Attchd,3,2,3,TA,WD,Abnorml,185000,711,4,42,42,42.0
829,160,FV,24.0,2544,Reg,Lvl,Inside,Somerst,Norm,Twnhs,2Story,7,Gable,MetalSd,MetalSd,None,0.0,4,PConc,4,600,5,1,1223,4,4,0,Detchd,2,2,3,TA,WD,Normal,147400,166,3,1,1,1.0
830,20,RL,80.0,11900,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,6,Gable,HdBoard,HdBoard,BrkFace,387.0,3,CBlock,3,1392,3,1,1392,3,6,4,Attchd,2,2,3,TA,WD,Normal,166000,192,3,51,51,51.0
831,160,FV,30.0,3180,Reg,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,7,Gable,MetalSd,MetalSd,None,0.0,3,PConc,4,600,5,1,1200,4,4,0,Detchd,2,2,3,TA,WD,Normal,151000,166,3,1,1,1.0
832,60,RL,44.0,9548,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,BrkFace,223.0,4,PConc,4,941,5,1,1829,4,7,3,Attchd,2,2,3,TA,WD,Normal,237000,231,4,7,7,7.0
833,20,RL,100.0,10004,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,Gable,HdBoard,Plywood,BrkFace,180.0,3,CBlock,3,1516,3,1,1516,3,6,0,Attchd,2,2,3,TA,WD,Normal,167000,152,2,45,45,45.0
834,20,RL,75.0,7875,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,BrkFace,136.0,3,CBlock,3,1144,4,1,1144,3,6,0,Attchd,1,2,3,TA,WD,Normal,139950,0,2,47,47,47.0
835,20,RL,60.0,9600,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,4,Gable,VinylSd,HdBoard,None,0.0,3,CBlock,4,1067,3,1,1067,4,4,0,Attchd,1,2,3,TA,WD,Normal,128000,290,2,60,15,14.0
836,30,RM,90.0,8100,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,0.0,3,BrkTil,3,1559,4,1,1559,3,5,0,Detchd,1,2,3,TA,COD,Normal,153500,346,2,59,34,59.0
837,160,RM,21.0,1680,Reg,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,Gable,HdBoard,HdBoard,BrkFace,158.0,3,CBlock,3,483,3,1,987,3,5,0,Detchd,1,1,3,TA,WD,Normal,100000,0,3,35,35,35.0
838,20,RL,75.0,9525,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,1099,5,1,1099,4,6,0,Attchd,1,1,3,TA,WD,Normal,144000,278,2,13,2,9.0
839,50,RL,70.0,11767,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,5,Gable,MetalSd,MetalSd,None,0.0,3,CBlock,3,768,5,1,1200,3,6,0,Detchd,1,1,3,TA,WD,Normal,130500,0,1,62,13,62.0
840,70,RH,58.91304347826087,12155,IR1,Lvl,Inside,SWISU,Norm,1Fam,2Story,6,Gable,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,672,3,0,1482,2,7,0,Detchd,1,1,3,TA,WD,Normal,140000,254,2,83,58,74.0
841,70,RM,60.0,10440,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,5,Gable,MetalSd,MetalSd,None,0.0,3,PConc,3,650,4,1,1539,4,8,1,Detchd,1,2,4,TA,WD,Normal,157500,216,2,104,6,25.0
842,80,RL,82.0,9020,Reg,Lvl,Inside,NAmes,Norm,1Fam,SLvl,6,Gable,HdBoard,HdBoard,BrkFace,183.0,3,CBlock,3,1127,3,1,1165,3,6,0,Attchd,2,2,4,Gd,WD,Normal,174900,129,3,42,42,42.0
843,90,RL,80.0,8000,Reg,Lvl,Corner,NAmes,Artery,Duplex,1Story,5,Gable,BrkFace,BrkFace,None,0.0,3,CBlock,3,1800,5,0,1800,3,10,0,NA,0,0,0,None,WD,Normal,141000,0,2,46,46,0.0
844,50,RM,100.0,12665,IR1,Lvl,Inside,OldTown,Artery,1Fam,1.5Fin,5,Gable,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,876,4,1,1416,3,7,4,Detchd,1,3,3,TA,WD,Normal,153900,612,2,93,58,59.0
845,85,RL,74.4375,16647,IR1,Lvl,CulDSac,Sawyer,RRAe,1Fam,SFoyer,5,Gable,HdBoard,HdBoard,None,0.0,3,CBlock,4,1390,3,1,1701,3,6,3,Basment,3,2,3,TA,WD,Normal,171000,0,3,32,26,32.0
846,60,RL,75.0,9317,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7,Gable,HdBoard,HdBoard,BrkFace,137.0,4,PConc,4,740,5,1,1775,4,7,3,Attchd,1,2,3,TA,WD,Normal,213000,498,4,16,16,16.0
847,20,RL,36.0,15523,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,5,Gable,HdBoard,Plywood,None,0.0,3,CBlock,3,864,5,1,864,3,5,2,Attchd,1,1,3,TA,WD,Normal,133500,0,2,37,37,37.0
848,50,RL,75.0,45600,IR2,Bnk,Inside,ClearCr,Norm,1Fam,1.5Fin,6,Gable,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,907,3,1,2358,3,10,4,Detchd,1,2,2,TA,WD,Normal,240000,701,3,100,11,100.0
849,80,RL,80.0,9600,Reg,Lvl,FR2,Veenker,Feedr,1Fam,SLvl,6,Hip,Plywood,Plywood,BrkFace,360.0,4,CBlock,3,528,5,1,1855,3,7,3,Attchd,2,2,3,TA,WD,Normal,187000,213,3,31,13,31.0
850,120,RM,36.0,4435,Reg,Lvl,Inside,CollgCr,Norm,TwnhsE,1Story,6,Gable,VinylSd,VinylSd,BrkFace,170.0,4,PConc,4,848,5,1,848,4,3,0,Attchd,3,2,3,TA,WD,Normal,131500,140,2,4,4,4.0
851,120,RL,47.142857142857146,3196,Reg,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,8,Gable,VinylSd,VinylSd,BrkFace,40.0,4,PConc,4,1273,5,1,1456,4,7,3,Attchd,3,2,3,TA,WD,Normal,215000,163,2,3,3,3.0
852,75,RL,53.0,7128,Reg,Lvl,Inside,Crawfor,Norm,1Fam,2.5Unf,7,Gable,MetalSd,MetalSd,None,0.0,3,CBlock,3,918,4,1,1646,3,7,4,Detchd,1,1,3,TA,WD,Normal,164000,126,2,66,57,66.0
853,80,RL,76.46236559139786,12095,IR1,Lvl,Corner,NAmes,Norm,1Fam,SLvl,6,Gable,MetalSd,HdBoard,BrkFace,115.0,3,CBlock,3,1127,3,1,1445,3,7,2,Attchd,2,2,3,TA,WD,Normal,158000,180,2,45,45,45.0
854,20,RL,102.0,17920,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,Hip,Wd Sdng,Plywood,None,0.0,3,CBlock,3,1763,3,1,1779,3,6,4,Attchd,1,2,3,TA,WD,Abnorml,170000,730,3,51,32,51.0
855,20,RL,74.4375,6897,IR1,Lvl,Corner,Sawyer,Norm,1Fam,1Story,5,Gable,HdBoard,HdBoard,None,0.0,3,CBlock,3,1040,5,1,1040,3,6,0,Detchd,1,1,3,TA,WD,Normal,127000,104,3,48,0,48.0
856,80,RL,71.68253968253968,10970,IR1,Low,Inside,CollgCr,Norm,1Fam,SLvl,6,Gable,Plywood,HdBoard,None,0.0,3,CBlock,4,940,3,1,1026,3,5,0,Detchd,1,2,3,Fa,WD,Normal,147000,34,2,30,30,27.0
857,60,RL,65.0,8125,Reg,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,Gable,HdBoard,HdBoard,None,0.0,3,PConc,4,702,4,1,1481,3,6,3,Attchd,3,2,3,TA,WD,Normal,174000,36,3,15,14,15.0
858,20,RL,80.0,10400,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,7,Gable,HdBoard,HdBoard,BrkFace,189.0,3,CBlock,4,1090,3,1,1370,3,6,3,Attchd,2,2,3,TA,WD,Family,152000,0,2,33,33,33.0
859,60,RL,81.28888888888889,11029,IR1,Lvl,Corner,NWAmes,PosA,1Fam,2Story,6,Gable,HdBoard,HdBoard,BrkFace,220.0,3,CBlock,3,1054,3,1,2654,4,9,4,Attchd,1,2,3,TA,WD,Normal,250000,287,4,38,22,38.0
860,50,RL,55.0,7642,Reg,Lvl,Corner,Crawfor,Norm,1Fam,1.5Fin,7,Gable,Wd Sdng,Wd Sdng,None,0.0,4,BrkTil,3,912,4,1,1426,4,7,4,Detchd,1,1,3,TA,WD,Normal,189950,240,2,89,9,82.0
861,190,RL,75.0,11625,Reg,Lvl,Inside,Sawyer,Norm,2fmCon,1Story,5,Hip,Plywood,HdBoard,None,0.0,3,PConc,3,1039,5,1,1039,3,6,0,Attchd,1,2,3,TA,WD,Normal,131500,0,3,45,45,45.0
862,20,RL,81.0,9672,Reg,Lvl,Corner,SawyerW,Norm,1Fam,1Story,6,Hip,HdBoard,Plywood,None,0.0,3,PConc,4,1040,3,1,1097,3,6,0,Attchd,1,2,3,TA,WD,Normal,152000,0,2,26,25,24.0
863,20,RL,70.0,7931,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Hip,BrkFace,Plywood,None,0.0,3,CBlock,3,1148,3,1,1148,3,6,0,Attchd,1,1,3,TA,WD,Normal,132500,0,2,50,50,50.0
864,20,FV,72.0,8640,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,None,0.0,4,PConc,5,1372,5,1,1372,4,6,0,Attchd,3,2,3,TA,New,Partial,250580,140,2,1,0,0.0
865,20,RL,76.46236559139786,8750,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,MetalSd,MetalSd,BrkFace,76.0,3,CBlock,3,1002,3,1,1002,3,5,0,Detchd,1,2,3,TA,WD,Normal,148500,0,2,39,39,36.0
866,20,RL,67.0,10656,IR1,HLS,Inside,Timber,Norm,1Fam,1Story,8,Gable,VinylSd,VinylSd,Stone,274.0,4,PConc,4,1638,5,1,1646,4,6,4,Attchd,2,3,3,TA,New,Partial,248900,272,2,1,0,0.0
867,20,RL,85.0,6970,Reg,Lvl,Corner,Sawyer,Feedr,1Fam,1Story,4,Gable,VinylSd,VinylSd,None,0.0,3,CBlock,3,1040,3,1,1120,2,5,0,Attchd,2,2,3,TA,WD,Normal,129000,168,3,46,46,46.0
868,60,RL,79.87755102040816,14762,IR2,Lvl,Corner,Gilbert,Feedr,1Fam,2Story,5,Gable,Plywood,Plywood,None,0.0,3,Slab,0,0,4,1,2320,3,7,3,Attchd,1,2,3,TA,WD,Normal,169000,264,2,58,56,27.0
869,60,RL,80.0,9938,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7,Gable,MetalSd,MetalSd,BrkFace,246.0,4,PConc,4,1050,5,1,1949,4,8,3,Attchd,3,2,3,TA,WD,Normal,236000,246,4,17,16,17.0
870,20,RL,60.0,6600,Reg,Lvl,Inside,NAmes,PosN,1Fam,1Story,5,Hip,MetalSd,MetalSd,None,0.0,3,CBlock,3,894,4,0,894,3,5,0,Detchd,1,1,3,TA,WD,Normal,109500,0,1,47,47,47.0
871,60,RL,70.0,8750,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,BrkFace,116.0,3,PConc,4,804,5,1,1682,4,7,0,Attchd,2,2,3,TA,WD,Normal,200500,77,3,12,12,12.0
872,20,RL,74.0,8892,Reg,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,Gable,WdShing,Wd Shng,None,0.0,4,Stone,3,105,4,1,910,4,5,0,Attchd,1,2,3,TA,WD,Normal,116000,346,1,55,12,55.0
873,40,RL,60.0,12144,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,HdBoard,HdBoard,None,0.0,4,CBlock,3,832,4,1,1268,3,6,4,Attchd,1,1,3,TA,WD,Normal,133000,28,1,60,59,60.0
874,50,RM,52.0,5720,Reg,Lvl,Inside,OldTown,Artery,1Fam,1.5Fin,5,Gable,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,676,5,1,1131,3,5,0,Detchd,1,1,3,TA,WD,Abnorml,66500,26,2,68,59,68.0
875,60,FV,75.0,9000,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,8,Gable,CemntBd,CmentBd,None,0.0,4,PConc,4,1184,5,1,2610,5,11,4,BuiltIn,3,2,3,TA,New,Partial,303477,572,3,0,0,0.0
876,20,RL,94.0,25286,Reg,HLS,Inside,Mitchel,Norm,1Fam,1Story,4,Gable,HdBoard,Plywood,None,0.0,3,PConc,3,1064,4,1,1040,3,5,0,Attchd,1,2,3,TA,WD,Normal,132250,0,2,44,44,44.0
877,60,RL,74.0,8834,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,Hip,VinylSd,VinylSd,Stone,216.0,4,PConc,5,1462,5,1,2224,5,10,4,Attchd,3,3,3,TA,WD,Normal,350000,184,4,5,4,5.0
878,85,RL,88.0,11782,IR1,Lvl,Inside,Sawyer,Norm,1Fam,SFoyer,5,Gable,HdBoard,HdBoard,None,0.0,3,CBlock,3,1109,3,1,1155,4,6,0,Detchd,1,2,3,TA,WD,Normal,148000,192,2,49,15,23.0
879,20,RL,71.68253968253968,7000,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,BrkFace,90.0,4,CBlock,3,864,5,1,864,3,6,0,Attchd,1,1,3,TA,WD,Normal,136500,0,2,31,4,31.0
880,20,RL,60.0,7024,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,5,1090,4,1,1090,3,5,0,Attchd,3,2,3,TA,WD,Normal,157000,49,3,2,1,2.0
881,50,RL,44.0,13758,IR1,Lvl,CulDSac,Timber,Norm,1Fam,1.5Fin,7,Gable,HdBoard,HdBoard,BrkFace,117.0,4,CBlock,4,1156,5,1,1717,4,7,3,Attchd,2,2,3,TA,WD,Normal,187500,204,3,17,16,17.0
882,60,RL,79.87755102040816,9636,IR1,Lvl,Corner,Gilbert,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,808,4,1,1593,3,7,3,BuiltIn,2,2,3,TA,WD,Normal,178000,382,3,17,16,16.0
883,75,RL,60.0,6204,Reg,Bnk,Inside,SWISU,Norm,1Fam,2.5Fin,4,Gable,Wd Sdng,Wd Sdng,None,0.0,4,PConc,3,795,3,0,2230,3,10,0,Detchd,1,1,3,Gd,WD,Normal,118500,188,2,94,56,9.0
884,20,RL,65.0,7150,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,HdBoard,HdBoard,BrkFace,60.0,3,CBlock,3,892,3,1,892,3,5,0,Attchd,2,1,3,TA,WD,Normal,100000,0,1,42,42,42.0
885,120,FV,50.0,5119,IR1,Lvl,CulDSac,Somerst,Norm,TwnhsE,1Story,9,Gable,MetalSd,MetalSd,BrkFace,60.0,4,PConc,5,1698,5,1,1709,4,5,3,Attchd,3,2,3,TA,CWD,Abnorml,328900,162,3,9,8,9.0
886,90,RL,70.0,8393,Reg,Lvl,Corner,NAmes,Norm,Duplex,1Story,5,Gable,MetalSd,MetalSd,BrkFace,122.0,3,CBlock,3,1626,5,1,1712,3,8,0,Attchd,3,2,3,TA,WD,Family,145000,326,2,47,1,1.0
887,50,RL,59.0,16466,IR1,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,5,Gable,MetalSd,MetalSd,None,0.0,3,PConc,3,816,3,1,1393,3,8,0,Attchd,1,1,3,TA,WD,Normal,135500,386,2,53,53,53.0
888,20,RL,95.0,15865,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,8,Flat,Wd Sdng,Wd Sdng,None,0.0,4,PConc,3,2217,5,1,2217,4,8,3,Attchd,1,2,3,TA,WD,Normal,268000,512,3,37,37,37.0
889,20,RL,128.0,12160,Reg,Lvl,Inside,NAmes,Feedr,1Fam,1Story,6,Hip,Wd Sdng,Wd Sdng,BrkFace,90.0,3,CBlock,3,1505,5,1,1505,3,6,3,Attchd,2,2,3,TA,WD,Normal,149500,162,2,56,56,56.0
890,50,RL,60.0,8064,Reg,Lvl,Corner,NAmes,Artery,1Fam,1.5Fin,5,Gable,MetalSd,MetalSd,None,0.0,3,CBlock,3,672,5,1,924,3,6,1,Detchd,1,2,3,TA,WD,Normal,122900,0,1,58,1,4.0
891,60,RL,70.0,11184,Reg,Lvl,Inside,Sawyer,Norm,1Fam,2Story,6,Hip,HdBoard,HdBoard,BrkFace,92.0,3,CBlock,3,918,4,1,1683,3,7,3,Attchd,2,2,3,TA,WD,Normal,172500,243,3,31,31,31.0
892,20,RL,70.0,8414,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,6,Hip,HdBoard,HdBoard,None,0.0,3,CBlock,3,1059,3,1,1068,3,6,0,Attchd,2,1,3,TA,WD,Normal,154500,192,2,43,3,43.0
893,20,RL,74.4375,13284,Reg,Lvl,Inside,Sawyer,PosN,1Fam,1Story,5,Gable,Wd Sdng,Plywood,None,0.0,3,PConc,4,1383,3,1,1383,3,6,4,Attchd,1,1,3,TA,WD,Normal,165000,627,2,54,54,54.0
894,90,RL,64.0,7018,Reg,Bnk,Inside,SawyerW,Norm,Duplex,1Story,5,Gable,Plywood,Plywood,None,0.0,3,Slab,0,0,3,1,1535,3,8,0,Attchd,1,2,3,TA,WD,Alloca,118858,0,2,30,30,30.0
