,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,TotalBsmtSF,HeatingQC,CentralAir,Electrical,GrLivArea,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageArea,GarageQual,PavedDrive,PoolQC,Fence,MiscVal,SaleType,SaleCondition,SalePrice,LogSalePrice,Baths,Total_OutdoorSF
1227,20,RL,72.0,8872,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,1T,1Story,5,8,1965,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,300.0,3,3,CBlock,3.0,912.0,5,1,2.0,912,2,4.0,5,0.0,Detchd,1992.0,1.0,576.0,3.0,3,0.0,0.0,0,WD,Normal,147000.0,11.898187865760873,2.0,240
1228,120,RL,65.0,8769,1,0.0,Reg,Lvl,IC2,Gtl,NridgHt,Norm,1T,1Story,9,5,2008,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,766.0,5,3,PConc,5.0,1702.0,5,1,2.0,1702,1,5.0,7,4.0,Attchd,2008.0,3.0,1052.0,3.0,3,0.0,0.0,0,New,Partial,367294.0,12.813917896253697,3.0,296
1229,80,RL,70.0,7910,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,1T,SLvl,5,5,1960,1960,Hip,CompShg,BrkFace,HdBoard,None,0.0,3,3,CBlock,3.0,1075.0,4,1,2.0,1507,4,3.0,7,0.0,Basment,1960.0,1.0,404.0,3.0,3,0.0,1.0,0,WD,Normal,127000.0,11.751942365440728,2.0,0
1230,90,RL,,18890,1,0.0,IR1,Lvl,IC2,Gtl,Sawyer,Feedr,2DT,1.5Fin,5,5,1977,1977,Shed,CompShg,Plywood,Plywood,None,1.0,3,3,CBlock,4.0,1361.0,5,1,2.0,2620,4,3.0,12,3.0,BuiltIn,1977.0,2.0,600.0,3.0,1,0.0,0.0,8300,WD,Normal,190000.0,12.154779351142624,4.0,324
1231,90,RL,70.0,7728,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,2DT,SLvl,5,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120.0,3,3,CBlock,3.0,1106.0,3,1,2.0,1190,3,3.0,6,0.0,Attchd,1962.0,1.0,540.0,3.0,3,0.0,1.0,0,WD,Normal,132500.0,11.794337924408413,2.0,18
1232,90,RL,70.0,9842,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,2DT,1Story,4,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,Slab,0.0,0.0,3,1,2.0,1224,2,3.0,6,0.0,CarPort,1962.0,1.0,462.0,3.0,3,0.0,0.0,0,WD,Normal,101800.0,11.53076538309856,2.0,0
1233,20,RL,,12160,1,0.0,IR1,Lvl,IC2,Gtl,NAmes,Norm,1T,1Story,5,5,1959,1959,Hip,CompShg,Plywood,Plywood,BrkFace,180.0,3,3,CBlock,3.0,1188.0,2,1,2.0,1188,3,3.0,6,0.0,Attchd,1959.0,2.0,531.0,3.0,3,0.0,1.0,0,COD,Abnorml,142000.0,11.863582336583399,2.0,0
1234,70,RH,55.0,8525,1,0.0,Reg,Bnk,IC2,Gtl,SWISU,Norm,1T,2Story,5,6,1911,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3.0,940.0,3,0,1.0,1964,4,3.0,7,0.0,NA,,0.0,0.0,0.0,1,0.0,0.0,0,WD,Abnorml,130000.0,11.77528972943772,2.0,192
1235,70,RL,96.0,13132,1,0.0,Reg,Lvl,IC2,Gtl,Crawfor,Norm,1T,2Story,5,5,1914,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4.0,747.0,4,1,1.0,1784,4,3.0,9,0.0,Detchd,1914.0,1.0,180.0,2.0,1,0.0,0.0,0,WD,Normal,138887.0,11.841415931849784,2.0,243
1236,160,RL,36.0,2628,1,0.0,Reg,Lvl,IC2,Gtl,NridgHt,Norm,2DT,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,4,3,PConc,4.0,764.0,5,1,2.0,1626,2,4.0,6,0.0,BuiltIn,2003.0,2.0,474.0,3.0,3,0.0,0.0,0,WD,Normal,175500.0,12.075394321888057,3.0,27
1237,60,RL,41.0,12393,1,0.0,IR2,Lvl,IC2,Gtl,CollgCr,Norm,1T,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,847.0,5,1,2.0,1948,4,4.0,8,4.0,BuiltIn,2004.0,3.0,434.0,3.0,3,0.0,0.0,0,WD,Normal,195000.0,12.180754837545884,3.0,148
1238,20,RL,63.0,13072,1,0.0,Reg,Lvl,IC2,Gtl,SawyerW,RRAe,1T,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,1141.0,5,1,2.0,1141,3,3.0,6,0.0,Detchd,2005.0,1.0,484.0,3.0,3,0.0,0.0,0,WD,Abnorml,142500.0,11.867097278690842,2.0,0
1239,20,RL,64.0,9037,1,0.0,IR1,HLS,IC2,Gtl,Timber,Norm,1T,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,32.0,4,3,PConc,4.0,1476.0,5,1,2.0,1484,2,5.0,6,4.0,Attchd,2006.0,2.0,472.0,3.0,3,0.0,0.0,0,WD,Normal,265900.0,12.490875577231112,2.0,153
1240,60,RL,65.0,8158,1,0.0,Reg,Lvl,IC2,Gtl,CollgCr,Norm,1T,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,252.0,4,3,PConc,4.0,884.0,5,1,2.0,1768,3,4.0,8,0.0,Attchd,2003.0,2.0,543.0,3.0,3,0.0,0.0,0,WD,Normal,224900.0,12.323411137947407,4.0,63
1241,20,RL,83.0,9849,1,0.0,Reg,Lvl,IC2,Gtl,Somerst,Norm,1T,1Story,7,6,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,4,3,PConc,4.0,1689.0,5,1,2.0,1689,3,4.0,7,0.0,Attchd,2007.0,2.0,954.0,3.0,3,0.0,0.0,0,New,Partial,248328.0,12.422505731952896,2.0,56
1242,85,RL,85.0,10625,1,0.0,Reg,Lvl,IC2,Gtl,NWAmes,Norm,1T,SFoyer,7,6,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,81.0,3,3,CBlock,4.0,1053.0,3,1,2.0,1173,3,4.0,6,3.0,Attchd,1974.0,2.0,528.0,3.0,3,0.0,1.0,0,WD,Family,170000.0,12.043553716032399,3.0,120
1243,20,RL,107.0,13891,1,0.0,Reg,Lvl,IC2,Gtl,NridgHt,Norm,1T,1Story,10,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,5,3,PConc,5.0,2076.0,5,1,2.0,2076,2,5.0,7,4.0,Attchd,2006.0,3.0,850.0,3.0,3,0.0,0.0,0,New,Partial,465000.0,13.049792684569493,4.0,445
1244,70,RL,,11435,1,0.0,IR1,HLS,IC2,MS,Crawfor,Norm,1T,2Story,8,7,1929,1950,Gable,CompShg,BrkFace,Stucco,None,0.0,3,3,PConc,4.0,792.0,2,1,2.0,1517,3,4.0,7,4.0,Detchd,1931.0,1.0,400.0,3.0,3,0.0,0.0,0,WD,Normal,230000.0,12.345834587905333,1.0,0
1245,80,RL,78.0,12090,1,0.0,Reg,Lvl,IC2,Gtl,NWAmes,Norm,1T,SLvl,6,7,1984,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,3,3,CBlock,4.0,585.0,5,1,2.0,1868,3,3.0,7,3.0,BuiltIn,1984.0,3.0,477.0,3.0,3,0.0,0.0,0,WD,Abnorml,178000.0,12.089538829274222,4.0,527
1246,60,FV,65.0,8125,1,0.0,Reg,Lvl,IC2,Gtl,Somerst,Norm,1T,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,756.0,5,1,2.0,1553,3,4.0,6,0.0,Attchd,2005.0,2.0,615.0,3.0,3,0.0,0.0,0,New,Partial,186500.0,12.136186518066006,3.0,45
1247,80,RL,,12328,1,0.0,IR1,Lvl,IC2,Gtl,Mitchel,Norm,1T,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,335.0,3,3,CBlock,3.0,1012.0,3,1,2.0,1034,3,3.0,6,0.0,Attchd,1976.0,1.0,888.0,3.0,3,0.0,0.0,0,WD,Normal,169900.0,12.042965307660024,2.0,0
1248,75,RM,60.0,9600,1,1.0,Reg,Lvl,IC2,Gtl,OldTown,Norm,1T,2.5Unf,6,5,1917,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,BrkTil,4.0,735.0,2,0,2.0,2058,3,3.0,8,4.0,Detchd,1950.0,1.0,396.0,2.0,2,0.0,0.0,0,WD,Normal,129500.0,11.771436160121729,2.0,259
1249,20,RL,60.0,7200,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,1T,1Story,5,7,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,876.0,3,1,2.0,988,3,3.0,6,0.0,Attchd,1950.0,1.0,276.0,3.0,3,0.0,0.0,0,WD,Normal,119000.0,11.686878772093667,1.0,80
1250,20,RL,93.0,11160,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,1T,1Story,7,5,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0.0,4,3,CBlock,3.0,2110.0,5,1,2.0,2110,3,5.0,8,3.0,Attchd,1968.0,3.0,522.0,3.0,3,0.0,0.0,0,WD,Normal,244000.0,12.404923504275338,4.0,0
1251,120,RL,,3136,1,0.0,IR1,Lvl,IC2,Gtl,NridgHt,Norm,1T,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,163.0,4,3,PConc,4.0,1405.0,5,1,2.0,1405,2,4.0,6,4.0,Attchd,2003.0,2.0,478.0,3.0,3,0.0,0.0,0,WD,Normal,171750.0,12.053795210084596,2.0,184
1252,20,RL,62.0,9858,1,0.0,Reg,Lvl,IC2,Gtl,Mitchel,Norm,1T,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,864.0,3,1,2.0,874,3,3.0,5,0.0,Attchd,1968.0,2.0,288.0,3.0,3,0.0,1.0,600,WD,Normal,130000.0,11.77528972943772,2.0,33
1253,60,RL,,17542,1,0.0,IR1,Lvl,IC2,Gtl,Veenker,Norm,1T,2Story,7,7,1974,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,3.0,1192.0,3,1,2.0,2167,3,4.0,9,4.0,Attchd,1974.0,2.0,518.0,3.0,3,0.0,1.0,0,WD,Normal,294000.0,12.591335046320818,4.0,267
1254,60,RL,60.0,6931,1,0.0,Reg,Lvl,IC2,Gtl,Edwards,Norm,1T,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,4,3,PConc,4.0,746.0,5,1,2.0,1656,3,4.0,7,4.0,BuiltIn,2003.0,3.0,397.0,3.0,3,0.0,0.0,0,WD,Normal,165400.0,12.016122061571728,3.0,306
1255,50,RM,52.0,6240,1,0.0,Reg,Lvl,IC2,Gtl,BrkSide,Norm,1T,1.5Fin,6,6,1931,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,884.0,3,1,1.0,1367,3,3.0,6,4.0,Detchd,1978.0,1.0,560.0,3.0,3,0.0,0.0,0,WD,Normal,127500.0,11.755871643580617,1.0,120
1256,20,RL,91.0,14303,1,0.0,IR1,Lvl,IC2,Gtl,NoRidge,Norm,1T,1Story,8,5,1994,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,554.0,4,3,PConc,4.0,1986.0,5,1,2.0,1987,2,4.0,7,3.0,Attchd,1994.0,3.0,691.0,3.0,3,0.0,0.0,0,WD,Normal,301500.0,12.616525295149378,3.0,298
1257,30,RL,56.0,4060,1,0.0,Reg,Lvl,IC2,Gtl,Edwards,Feedr,1T,1Story,5,8,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,2.0,864.0,5,1,2.0,864,2,3.0,4,0.0,NA,,0.0,0.0,0.0,3,0.0,0.0,0,WD,Normal,99900.0,11.511924964636645,1.0,96
1258,80,RL,59.0,9587,1,0.0,IR1,Lvl,IC2,Gtl,Gilbert,Norm,1T,SLvl,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,4,3,PConc,4.0,856.0,5,1,2.0,1166,2,4.0,5,0.0,Attchd,2005.0,3.0,400.0,3.0,3,0.0,0.0,0,WD,Normal,190000.0,12.154779351142624,3.0,212
1259,20,RL,65.0,9750,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,1T,1Story,6,8,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4.0,1054.0,4,1,2.0,1054,3,3.0,6,0.0,Attchd,1969.0,1.0,460.0,3.0,3,0.0,0.0,0,WD,Normal,151000.0,11.925035115797062,3.0,260
1260,60,RL,,24682,1,0.0,IR3,Lvl,C3,Gtl,Gilbert,RRAn,1T,2Story,6,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,841.0,5,1,2.0,1675,3,3.0,7,3.0,BuiltIn,1999.0,3.0,502.0,3.0,3,0.0,0.0,0,WD,Normal,181000.0,12.106252310247962,3.0,103
1261,20,RL,80.0,9600,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,1T,1Story,5,6,1956,1956,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,1050.0,4,1,2.0,1050,2,3.0,5,0.0,Attchd,1956.0,1.0,338.0,3.0,3,0.0,0.0,0,WD,Normal,128900.0,11.766792188927278,1.0,0
1262,50,RL,,11250,1,0.0,Reg,Lvl,IC2,Gtl,ClearCr,Norm,1T,1.5Fin,4,5,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,1104.0,5,1,1.0,1788,5,3.0,8,3.0,Attchd,1957.0,1.0,304.0,3.0,3,0.0,0.0,0,WD,Normal,161500.0,11.992260421644849,2.0,120
1263,70,RL,60.0,13515,1,2.0,Reg,Lvl,IC2,Gtl,BrkSide,Norm,1T,2Story,6,6,1919,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3.0,764.0,5,1,1.0,1824,3,3.0,8,4.0,Detchd,1940.0,1.0,520.0,3.0,1,0.0,1.0,0,WD,Normal,180500.0,12.103486056755072,1.0,126
1264,120,RH,34.0,4060,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,1T,1Story,6,5,1998,1999,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4.0,1405.0,5,1,2.0,1337,2,4.0,5,0.0,Attchd,1998.0,3.0,511.0,3.0,3,0.0,0.0,0,COD,Abnorml,181000.0,12.106252310247962,3.0,212
1265,160,FV,35.0,3735,1,0.0,Reg,Lvl,C3,Gtl,Somerst,Norm,1T,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,4,3,PConc,4.0,691.0,5,1,2.0,1452,3,4.0,6,0.0,Detchd,1999.0,1.0,506.0,3.0,3,0.0,0.0,0,WD,Normal,183900.0,12.122147410592412,4.0,34
1266,190,RM,60.0,10120,1,0.0,IR1,Bnk,IC2,Gtl,OldTown,Feedr,2DT,2.5Unf,7,4,1910,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,3.0,925.0,3,0,1.0,1889,4,3.0,9,4.0,Detchd,1960.0,1.0,308.0,3.0,1,0.0,1.0,0,WD,Normal,122000.0,11.711776323715394,2.0,264
1267,20,RL,89.0,13214,1,0.0,IR1,HLS,IC2,Gtl,Timber,Norm,1T,1Story,9,5,2008,2009,Hip,CompShg,Stucco,CmentBd,None,0.0,5,3,PConc,5.0,2002.0,5,1,2.0,2018,3,5.0,10,4.0,Attchd,2009.0,3.0,746.0,3.0,3,0.0,0.0,0,WD,Normal,378500.0,12.84397135185964,2.0,220
1268,50,RL,,14100,1,0.0,IR1,Lvl,IC2,MS,Crawfor,Norm,1T,1.5Fin,8,9,1935,1997,Gable,CompShg,Stucco,Stucco,BrkFace,632.0,3,4,CBlock,3.0,728.0,5,1,2.0,3447,4,4.0,11,4.0,BuiltIn,1982.0,1.0,1014.0,3.0,3,0.0,1.0,0,WD,Normal,381000.0,12.850554654108839,4.0,326
1269,50,RL,78.0,11344,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Feedr,1T,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,3,3,CBlock,3.0,874.0,3,1,1.0,1524,3,3.0,7,0.0,Attchd,1958.0,1.0,315.0,3.0,3,0.0,1.0,0,WD,Normal,144000.0,11.877568578558138,2.0,0
1270,40,RL,,23595,1,0.0,Reg,Low,IC2,MS,ClearCr,Norm,1T,1Story,7,6,1979,1979,Shed,WdShake,Plywood,Plywood,None,0.0,4,3,PConc,4.0,1332.0,3,1,2.0,1524,0,4.0,4,3.0,Attchd,1979.0,3.0,586.0,3.0,3,0.0,0.0,0,WD,Normal,260000.0,12.468436909997665,3.0,268
1271,20,RL,,9156,1,0.0,IR1,Lvl,IC2,Gtl,NWAmes,PosN,1T,1Story,6,7,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3.0,1489.0,4,1,2.0,1489,3,4.0,7,4.0,Attchd,1968.0,2.0,462.0,3.0,3,0.0,0.0,0,WD,Normal,185750.0,12.132156962580005,2.0,0
1272,20,RL,,13526,1,0.0,IR1,Lvl,C3,Gtl,Sawyer,Norm,1T,1Story,5,6,1965,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,114.0,3,3,CBlock,3.0,935.0,3,1,2.0,935,3,3.0,5,0.0,Attchd,1965.0,1.0,288.0,3.0,3,0.0,1.0,0,WD,Normal,137000.0,11.827736204810263,2.0,180
1273,80,RL,124.0,11512,1,0.0,IR1,Lvl,IC2,Gtl,Edwards,Norm,1T,SLvl,6,7,1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,3,3,CBlock,3.0,1019.0,4,1,2.0,1357,2,5.0,5,4.0,Basment,1959.0,2.0,312.0,3.0,3,0.0,1.0,0,WD,Normal,177000.0,12.083905011555967,2.0,163
1274,50,RL,53.0,5362,1,0.0,Reg,Lvl,IC2,Gtl,Crawfor,Norm,1T,1.5Fin,5,6,1910,2003,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,PConc,3.0,661.0,5,1,2.0,1250,3,3.0,8,4.0,Detchd,1985.0,1.0,552.0,3.0,3,0.0,0.0,0,WD,Normal,139000.0,11.842229212112828,2.0,323
1275,90,RL,95.0,11345,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Feedr,2DT,2Story,5,5,1948,1950,Gable,Roll,AsbShng,AsbShng,Stone,567.0,3,3,CBlock,3.0,928.0,4,1,1.0,1920,4,3.0,10,0.0,Detchd,1948.0,1.0,400.0,3.0,3,0.0,0.0,0,WD,Normal,137000.0,11.827736204810263,2.0,0
1276,60,RL,,12936,1,0.0,IR1,Lvl,C3,Gtl,NWAmes,Norm,1T,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3.0,723.0,3,1,2.0,1395,3,3.0,6,3.0,Attchd,1972.0,1.0,497.0,3.0,3,0.0,0.0,0,WD,Normal,162000.0,11.99535161421452,3.0,410
1277,80,RL,,17871,1,0.0,IR1,Lvl,C3,Gtl,NWAmes,Norm,1T,SLvl,6,5,1967,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,359.0,3,3,CBlock,4.0,1680.0,2,1,2.0,1724,3,3.0,7,4.0,Attchd,1967.0,2.0,480.0,3.0,3,0.0,0.0,0,WD,Normal,197900.0,12.195517131590657,3.0,0
1278,60,RL,75.0,9473,1,0.0,Reg,Lvl,IC2,Gtl,CollgCr,Norm,1T,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,1128.0,5,1,2.0,2031,3,4.0,7,4.0,Attchd,2002.0,2.0,577.0,3.0,3,0.0,0.0,0,WD,Normal,237000.0,12.375815420117268,4.0,211
1279,50,C (all),60.0,7500,1,0.0,Reg,Lvl,IC2,Gtl,IDOTRR,Norm,1T,1.5Fin,4,4,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3.0,698.0,3,1,1.0,1128,2,3.0,6,0.0,Detchd,1980.0,2.0,528.0,3.0,3,0.0,0.0,0,COD,Abnorml,68400.0,11.133128103610641,1.0,194
1280,20,RL,67.0,9808,1,0.0,IR1,Lvl,IC2,Gtl,CollgCr,Norm,1T,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,110.0,4,3,PConc,4.0,1573.0,5,1,2.0,1573,3,4.0,6,0.0,Attchd,2002.0,2.0,544.0,3.0,3,0.0,0.0,0,WD,Normal,227000.0,12.332705296463539,3.0,72
1281,20,RL,50.0,8049,1,0.0,IR1,Lvl,C3,Gtl,Timber,Norm,1T,1Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,54.0,3,3,CBlock,4.0,1309.0,3,1,2.0,1339,2,3.0,6,3.0,Attchd,1990.0,3.0,484.0,4.0,3,0.0,0.0,0,WD,Normal,180000.0,12.100712129872347,3.0,148
1282,20,RL,61.0,8800,1,0.0,IR1,Lvl,IC2,Gtl,CollgCr,Norm,1T,1Story,5,7,1977,2008,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4.0,1040.0,3,1,2.0,1040,3,4.0,5,0.0,Detchd,1977.0,1.0,484.0,3.0,3,0.0,0.0,0,WD,Normal,150500.0,11.921718363171067,2.0,288
1283,90,RL,94.0,9400,1,0.0,Reg,Low,IC2,Gtl,Mitchel,Norm,2DT,2Story,6,5,1971,1971,Mansard,CompShg,MetalSd,Wd Shng,None,0.0,3,3,CBlock,3.0,912.0,3,1,2.0,1824,4,3.0,8,0.0,NA,,0.0,0.0,0.0,3,0.0,0.0,0,WD,Normal,139000.0,11.842229212112828,4.0,128
1284,50,RL,50.0,9638,1,0.0,Reg,Lvl,IC2,Gtl,SWISU,Feedr,1T,1.5Fin,6,7,1919,1990,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,PConc,3.0,804.0,5,1,2.0,2447,4,4.0,10,4.0,Detchd,1969.0,1.0,336.0,3.0,3,0.0,0.0,0,WD,Normal,169000.0,12.037653993905211,2.0,430
1285,50,RM,50.0,6000,1,0.0,Reg,Lvl,IC2,Gtl,BrkSide,Norm,1T,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,3.0,780.0,5,1,1.0,1412,4,3.0,6,4.0,Detchd,1939.0,1.0,280.0,3.0,3,0.0,0.0,0,WD,Normal,132500.0,11.794337924408413,1.0,45
1286,20,RL,,9790,1,0.0,Reg,Lvl,IC2,Gtl,NWAmes,Feedr,1T,1Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,451.0,3,3,CBlock,3.0,1328.0,3,1,2.0,1328,3,3.0,6,4.0,Attchd,1963.0,1.0,528.0,3.0,3,0.0,0.0,0,WD,Normal,143000.0,11.870599909242044,3.0,26
1287,20,RL,,36500,1,0.0,IR1,Low,IC2,MS,ClearCr,Norm,1T,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,621.0,3,4,CBlock,3.0,1624.0,2,1,2.0,1582,4,3.0,7,0.0,Attchd,1964.0,1.0,390.0,3.0,1,0.0,0.0,0,WD,Normal,190000.0,12.154779351142624,3.0,366
1288,120,RL,40.0,5664,1,0.0,IR1,Lvl,IC2,Gtl,StoneBr,Norm,1T,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4.0,1501.0,5,1,2.0,1659,2,5.0,5,5.0,Attchd,2000.0,3.0,499.0,3.0,3,0.0,0.0,0,WD,Normal,278000.0,12.535376392672774,3.0,271
1289,60,RL,86.0,11065,1,0.0,IR1,Lvl,IC2,Gtl,NridgHt,Norm,1T,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,788.0,4,3,PConc,4.0,1085.0,5,1,2.0,1970,3,5.0,8,4.0,BuiltIn,2006.0,3.0,753.0,3.0,3,0.0,0.0,0,New,Partial,281000.0,12.546109948315882,3.0,251
1290,80,RL,,14112,1,0.0,IR1,Lvl,IC2,Gtl,NAmes,Norm,1T,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,86.0,3,3,PConc,3.0,1152.0,3,1,2.0,1152,3,3.0,6,4.0,Attchd,1964.0,2.0,484.0,3.0,3,0.0,0.0,0,WD,Normal,180500.0,12.103486056755072,2.0,227
1291,160,RM,21.0,1680,1,0.0,Reg,Lvl,IC2,Gtl,BrDale,Norm,2DT,2Story,5,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,BrkFace,268.0,3,3,CBlock,3.0,630.0,3,1,2.0,1302,3,3.0,6,0.0,Detchd,1972.0,1.0,264.0,3.0,3,0.0,0.0,0,WD,Normal,119500.0,11.691071650353702,3.0,185
1292,70,RM,60.0,6600,1,0.0,Reg,Lvl,IC2,Gtl,OldTown,Norm,1T,2Story,5,4,1892,1965,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,Stone,3.0,994.0,3,0,2.0,2372,4,3.0,11,0.0,Attchd,1985.0,2.0,432.0,3.0,3,0.0,0.0,0,WD,Normal,107500.0,11.585246126549855,2.0,287
1293,60,RL,78.0,10140,1,0.0,Reg,Lvl,IC2,Gtl,NWAmes,Norm,1T,2Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4.0,832.0,3,1,2.0,1664,4,3.0,8,3.0,Attchd,1976.0,2.0,528.0,3.0,3,0.0,1.0,0,WD,Normal,162900.0,12.000891794590137,3.0,287
1294,20,RL,60.0,8172,1,0.0,Reg,Lvl,IC2,Gtl,Edwards,Norm,1T,1Story,5,7,1955,1990,Hip,CompShg,WdShing,Plywood,None,0.0,3,3,CBlock,3.0,864.0,3,1,2.0,864,2,3.0,5,0.0,Detchd,1957.0,1.0,572.0,3.0,1,0.0,0.0,0,WD,Normal,115000.0,11.652687407345388,2.0,0
1295,20,RL,70.0,8400,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Feedr,1T,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,3,3,CBlock,3.0,1052.0,4,1,2.0,1052,3,3.0,5,0.0,Attchd,1968.0,2.0,288.0,3.0,3,0.0,1.0,0,WD,Normal,138500.0,11.83862560460953,3.0,356
1296,20,RL,80.0,8700,1,0.0,Reg,Lvl,IC2,Gtl,NAmes,Norm,1T,1Story,5,6,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,148.0,3,4,CBlock,3.0,1120.0,4,1,2.0,1128,3,3.0,6,0.0,Attchd,1963.0,2.0,525.0,3.0,3,0.0,1.0,0,WD,Normal,155000.0,11.951180395901384,3.0,335
